slot_number,idx_regular_days,idx_promo_days,total_overlapping_days_regular,regular_to_promo_gap,total_overlapping_days_promo,competing_promo_days,sku_B_regular_avg_sales,sku_B_avg_sales_during_promo_sku_A,diff_in_units_from_reg_to_promo,diff_in_units_from_promo_to_pos_promo,ratio_change,avg_actual,avg_predicted,avg_abs_effect,cum_abs_effect,posterior_tail_prob,prob_causal_effect,store_id,product_id_A,product_id_B
0,"[Timestamp('2019-07-09 00:00:00'), Timestamp('2019-08-15 00:00:00')]","[Timestamp('2019-08-16 00:00:00'), Timestamp('2019-08-23 00:00:00')]",33,0,8,0,8.468787878787879,3.94625,4.522537878787879,-5.52475,0.5340242244248041,3.94625,8.819099449893201,-4.872849449893201,-38.98279559914561,0.21978021978021978,78.02197802197803,S0066,P0061,P0039
0,"[Timestamp('2019-01-31 00:00:00'), Timestamp('2019-06-26 00:00:00')]","[Timestamp('2019-06-27 00:00:00'), Timestamp('2019-07-10 00:00:00')]",96,0,13,0,7.137395833333334,3.5138461538461536,3.62354967948718,-5.622153846153846,0.5076851227116118,3.5138461538461536,7.549697207615697,-4.035851053769544,-52.46606369900406,0.26973026973026976,73.02697302697302,S0001,P0182,P0328
1,"[Timestamp('2019-07-11 00:00:00'), Timestamp('2019-07-31 00:00:00')]","[Timestamp('2019-08-06 00:00:00'), Timestamp('2019-08-10 00:00:00')]",21,5,5,0,10.04857142857143,0.0,10.04857142857143,-17.585,1.0,0.0,10.037729696829164,-10.037729696829164,-50.188648484145816,0.24475524475524477,75.52447552447552,S0001,P0182,P0658
0,"[Timestamp('2017-08-13 00:00:00'), Timestamp('2019-04-29 00:00:00')]","[Timestamp('2019-05-07 00:00:00'), Timestamp('2019-05-19 00:00:00')]",347,7,10,0,3.2488760806916424,0.9029999999999999,2.3458760806916423,-1.2040000000000002,0.7220577277888163,0.9261538461538461,1.3146907795696623,-0.3885369334158162,-5.050980134405609,0.3246753246753247,67.53246753246754,S0028,P0316,P0125
0,"[Timestamp('2017-08-13 00:00:00'), Timestamp('2019-04-30 00:00:00')]","[Timestamp('2019-05-09 00:00:00'), Timestamp('2019-05-19 00:00:00')]",400,8,11,3,4.245325,1.09,3.1553250000000004,-1.063,0.7432469834464971,1.09,1.2099149377515237,-0.11991493775152362,-1.3190643152667594,0.47152847152847155,52.84715284715284,S0028,P0316,P0198
0,"[Timestamp('2017-08-22 00:00:00'), Timestamp('2019-05-02 00:00:00')]","[Timestamp('2019-05-03 00:00:00'), Timestamp('2019-05-19 00:00:00')]",347,0,17,0,11.208414985590778,3.5858823529411765,7.622532632649602,-2.511117647058823,0.6800723066061449,3.5858823529411765,1.6696990857389153,1.9161832672022612,32.57511554243844,0.3646353646353646,63.536463536463536,S0028,P0316,P0297
2,"[Timestamp('2019-01-31 00:00:00'), Timestamp('2019-02-27 00:00:00')]","[Timestamp('2019-02-28 00:00:00'), Timestamp('2019-03-08 00:00:00')]",23,0,8,0,3.271304347826086,0.0,3.271304347826086,-0.532,1.0,0.5911111111111111,2.671091262795621,-2.07998015168451,-18.719821365160588,0.13986013986013987,86.01398601398601,S0051,P0455,P0362
1,"[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-16 00:00:00')]","[Timestamp('2019-01-17 00:00:00'), Timestamp('2019-01-30 00:00:00')]",11,0,10,0,5.041818181818182,0.0,5.041818181818182,-7.484999999999999,1.0,0.0,171.21327660844528,-171.21327660844528,-2396.985872518234,0.13086913086913088,86.91308691308691,S0051,P0455,P0428
1,"[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-16 00:00:00')]","[Timestamp('2019-01-17 00:00:00'), Timestamp('2019-01-30 00:00:00')]",14,0,9,0,9.227142857142857,0.0,9.227142857142857,-2.153,1.0,0.0,9.228395850031974,-9.228395850031974,-129.19754190044765,0.03896103896103896,96.1038961038961,S0051,P0455,P0470
1,"[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-16 00:00:00')]","[Timestamp('2019-01-17 00:00:00'), Timestamp('2019-01-30 00:00:00')]",14,0,11,0,3.3749999999999996,1.0745454545454545,2.300454545454545,-2.468454545454546,0.6816161616161616,1.1257142857142857,3.372069618449843,-2.2463553327355577,-31.448974658297807,0.059940059940059943,94.00599400599401,S0051,P0455,P0565
3,"[Timestamp('2019-03-14 00:00:00'), Timestamp('2019-04-17 00:00:00')]","[Timestamp('2019-04-18 00:00:00'), Timestamp('2019-04-24 00:00:00')]",27,0,7,0,3.344074074074074,1.2899999999999998,2.054074074074074,-0.516,0.6142429947945509,1.2899999999999998,2.6054862295307264,-1.3154862295307266,-9.208403606715086,0.2977022977022977,70.22977022977022,S0051,P0455,P0639
3,"[Timestamp('2019-03-14 00:00:00'), Timestamp('2019-04-17 00:00:00')]","[Timestamp('2019-04-18 00:00:00'), Timestamp('2019-04-24 00:00:00')]",35,0,7,0,6.911142857142857,3.141428571428571,3.769714285714286,-3.4555714285714285,0.5454545454545455,3.141428571428571,6.903188460022505,-3.7617598885939336,-26.332319220157533,0.1978021978021978,80.21978021978022,S0051,P0455,P0718
0,"[Timestamp('2018-10-06 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",57,0,5,0,2.228245614035088,0.0,2.228245614035088,-4.229,1.0,0.0,3.1654842649024255,-3.1654842649024255,-15.827421324512127,0.2677322677322677,73.22677322677322,S0051,P0187,P0340
0,"[Timestamp('2018-10-05 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",62,0,5,0,3.1451612903225805,0.0,3.1451612903225805,-3.0,1.0,0.0,1.734183461635824,-1.734183461635824,-8.67091730817912,0.1928071928071928,80.71928071928072,S0051,P0187,P0483
0,"[Timestamp('2018-12-25 00:00:00'), Timestamp('2019-02-02 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",25,6,5,0,4.2476,0.0,4.2476,-3.034,1.0,0.0,3.1834481236587178,-3.1834481236587178,-15.917240618293588,0.21578421578421578,78.42157842157842,S0051,P0187,P0546
0,"[Timestamp('2018-10-18 00:00:00'), Timestamp('2018-12-12 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",21,58,5,0,4.8342857142857145,0.0,4.8342857142857145,-5.076,1.0,0.0,1.8310518566859826,-1.8310518566859826,-9.155259283429913,0.33966033966033965,66.03396603396602,S0051,P0187,P0729
0,"[Timestamp('2018-07-08 00:00:00'), Timestamp('2018-10-17 00:00:00')]","[Timestamp('2018-10-18 00:00:00'), Timestamp('2018-11-07 00:00:00')]",76,0,12,0,3.125,1.1191666666666666,2.0058333333333334,-1.7518333333333334,0.6418666666666667,0.6395238095238095,2.5379309841522812,-1.8984071746284719,-39.866550667197906,0.06593406593406594,93.4065934065934,S0095,P0531,P0362
2,"[Timestamp('2018-09-12 00:00:00'), Timestamp('2018-10-10 00:00:00')]","[Timestamp('2018-10-11 00:00:00'), Timestamp('2018-10-16 00:00:00')]",14,0,6,0,3.849285714285714,0.0,3.849285714285714,-1.347,1.0,0.0,2.781817625940565,-2.781817625940565,-16.69090575564339,0.1878121878121878,81.21878121878122,S0126,P0689,P0171
1,"[Timestamp('2018-01-31 00:00:00'), Timestamp('2018-03-01 00:00:00')]","[Timestamp('2018-03-02 00:00:00'), Timestamp('2018-03-07 00:00:00')]",18,0,6,0,2.7550000000000003,0.0,2.7550000000000003,-2.8649999999999998,1.0,0.0,1.939794023903784,-1.939794023903784,-11.638764143422705,0.14185814185814186,85.81418581418582,S0126,P0689,P0453
1,"[Timestamp('2018-02-06 00:00:00'), Timestamp('2018-03-01 00:00:00')]","[Timestamp('2018-03-02 00:00:00'), Timestamp('2018-03-07 00:00:00')]",22,0,6,0,2.291363636363636,0.0,2.291363636363636,-2.016,1.0,0.0,2.1009394364375225,-2.1009394364375225,-12.605636618625136,0.18281718281718282,81.71828171828172,S0126,P0689,P0602
0,"[Timestamp('2017-01-05 00:00:00'), Timestamp('2017-02-07 00:00:00')]","[Timestamp('2017-02-08 00:00:00'), Timestamp('2017-02-13 00:00:00')]",21,0,6,0,2.9657142857142857,0.0,2.9657142857142857,-1.7710000000000001,1.0,0.0,1.8579548319463355,-1.8579548319463355,-11.147728991678013,0.25874125874125875,74.12587412587412,S0126,P0689,P0658
1,"[Timestamp('2018-02-09 00:00:00'), Timestamp('2018-03-01 00:00:00')]","[Timestamp('2018-03-02 00:00:00'), Timestamp('2018-03-07 00:00:00')]",12,0,6,0,2.2775,0.0,2.2775,-1.8219999999999998,1.0,0.0,1.3136480830801605,-1.3136480830801605,-7.881888498480963,0.24275724275724275,75.72427572427573,S0126,P0689,P0735
0,"[Timestamp('2017-10-18 00:00:00'), Timestamp('2018-10-10 00:00:00')]","[Timestamp('2018-10-13 00:00:00'), Timestamp('2018-10-17 00:00:00')]",138,2,5,0,2.7,0.0,2.7,-4.364,1.0,0.0,1.8020925128996623,-1.8020925128996623,-9.010462564498312,0.3076923076923077,69.23076923076923,S0051,P0730,P0046
0,"[Timestamp('2018-05-20 00:00:00'), Timestamp('2018-10-12 00:00:00')]","[Timestamp('2018-10-13 00:00:00'), Timestamp('2018-10-17 00:00:00')]",92,0,5,0,2.9321739130434783,0.0,2.9321739130434783,-3.372,1.0,0.0,1.8986248262394962,-1.8986248262394962,-9.493124131197481,0.22277722277722278,77.72227772227772,S0051,P0730,P0156
0,"[Timestamp('2017-10-18 00:00:00'), Timestamp('2018-10-12 00:00:00')]","[Timestamp('2018-10-13 00:00:00'), Timestamp('2018-10-17 00:00:00')]",153,0,5,0,2.472875816993464,0.0,2.472875816993464,-1.347,1.0,0.0,2.0606579095593673,-2.0606579095593673,-10.303289547796837,0.17882117882117882,82.11788211788212,S0051,P0730,P0171
0,"[Timestamp('2017-10-18 00:00:00'), Timestamp('2018-10-12 00:00:00')]","[Timestamp('2018-10-13 00:00:00'), Timestamp('2018-10-17 00:00:00')]",207,0,5,0,2.524106280193237,0.0,2.524106280193237,-0.8099999999999999,1.0,0.0,3.524471904082398,-3.524471904082398,-17.62235952041199,0.1088911088911089,89.11088911088912,S0051,P0730,P0258
0,"[Timestamp('2017-10-18 00:00:00'), Timestamp('2018-10-12 00:00:00')]","[Timestamp('2018-10-13 00:00:00'), Timestamp('2018-10-17 00:00:00')]",152,0,5,0,2.385197368421052,0.0,2.385197368421052,-12.245,1.0,0.0,4.700212561878894,-4.700212561878894,-23.50106280939447,0.14685314685314685,85.3146853146853,S0051,P0730,P0336
3,"[Timestamp('2019-02-14 00:00:00'), Timestamp('2019-03-16 00:00:00')]","[Timestamp('2019-03-17 00:00:00'), Timestamp('2019-03-21 00:00:00')]",29,0,5,0,5.275862068965517,1.7,3.5758620689655167,-1.7,0.6777777777777777,1.7,5.2182208458985455,-3.5182208458985453,-17.59110422949273,0.1998001998001998,80.01998001998003,S0094,P0130,P0140
0,"[Timestamp('2018-05-30 00:00:00'), Timestamp('2018-06-20 00:00:00')]","[Timestamp('2018-06-21 00:00:00'), Timestamp('2018-06-25 00:00:00')]",21,0,5,0,2.0580952380952384,0.0,2.0580952380952384,-1.44,1.0,0.0,1.9664493847611042,-1.9664493847611042,-9.83224692380552,0.2087912087912088,79.12087912087912,S0094,P0130,P0169
2,"[Timestamp('2019-01-29 00:00:00'), Timestamp('2019-02-08 00:00:00')]","[Timestamp('2019-02-09 00:00:00'), Timestamp('2019-02-13 00:00:00')]",11,0,5,0,5.961818181818182,2.186,3.775818181818182,-12.024000000000003,0.6333333333333333,2.186,5.953892385344529,-3.7678923853445294,-18.83946192672265,0.1978021978021978,80.21978021978022,S0094,P0130,P0210
0,"[Timestamp('2018-06-09 00:00:00'), Timestamp('2018-06-20 00:00:00')]","[Timestamp('2018-06-21 00:00:00'), Timestamp('2018-06-25 00:00:00')]",12,0,5,0,6.704166666666667,3.218,3.4861666666666666,-6.436999999999999,0.52,3.218,6.714567220042975,-3.4965672200429747,-17.482836100214872,0.23976023976023977,76.02397602397602,S0094,P0130,P0252
3,"[Timestamp('2019-02-14 00:00:00'), Timestamp('2019-03-16 00:00:00')]","[Timestamp('2019-03-17 00:00:00'), Timestamp('2019-03-21 00:00:00')]",29,0,5,0,3.8793103448275863,1.2,2.679310344827586,-3.5999999999999996,0.6906666666666667,1.2,3.970465487834713,-2.770465487834713,-13.852327439173564,0.1878121878121878,81.21878121878122,S0094,P0130,P0388
3,"[Timestamp('2019-02-28 00:00:00'), Timestamp('2019-03-16 00:00:00')]","[Timestamp('2019-03-17 00:00:00'), Timestamp('2019-03-21 00:00:00')]",17,0,5,0,2.6470588235294117,0.0,2.6470588235294117,-3.0,1.0,0.0,2.649187781787534,-2.649187781787534,-13.245938908937669,0.18681318681318682,81.31868131868131,S0094,P0130,P0483
3,"[Timestamp('2019-02-14 00:00:00'), Timestamp('2019-03-15 00:00:00')]","[Timestamp('2019-03-17 00:00:00'), Timestamp('2019-03-21 00:00:00')]",27,1,5,1,6.447037037037038,1.17,5.277037037037038,-4.092,0.818521284540702,1.17,6.21334735765138,-5.04334735765138,-25.216736788256902,0.2677322677322677,73.22677322677322,S0094,P0130,P0739
0,"[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-08-14 00:00:00')]","[Timestamp('2019-08-15 00:00:00'), Timestamp('2019-08-19 00:00:00')]",10,0,5,0,9.102,3.034,6.0680000000000005,-7.585,0.6666666666666667,3.034,9.118704113226768,-6.084704113226768,-30.42352056613384,0.22077922077922077,77.92207792207793,S0062,P0061,P0059
0,"[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-08-14 00:00:00')]","[Timestamp('2019-08-15 00:00:00'), Timestamp('2019-08-19 00:00:00')]",10,0,5,0,2.016,0.0,2.016,-1.008,1.0,0.0,2.0161890145432757,-2.0161890145432757,-10.080945072716379,0.19480519480519481,80.51948051948052,S0062,P0061,P0506
1,"[Timestamp('2018-02-21 00:00:00'), Timestamp('2018-05-09 00:00:00')]","[Timestamp('2018-05-10 00:00:00'), Timestamp('2018-05-14 00:00:00')]",42,0,5,0,3.5714285714285716,0.0,3.5714285714285716,-3.0,1.0,0.0,2.4657683084687627,-2.4657683084687627,-12.328841542343813,0.16883116883116883,83.11688311688312,S0126,P0439,P0611
0,"[Timestamp('2018-06-07 00:00:00'), Timestamp('2018-06-20 00:00:00')]","[Timestamp('2018-06-21 00:00:00'), Timestamp('2018-07-02 00:00:00')]",14,0,7,0,27.767857142857142,0.0,27.767857142857142,-12.958000000000002,1.0,0.0,27.767547253060012,-27.767547253060012,-333.21056703672014,0.1838161838161838,81.61838161838162,S0062,P0130,P0041
0,"[Timestamp('2018-05-15 00:00:00'), Timestamp('2018-06-20 00:00:00')]","[Timestamp('2018-06-21 00:00:00'), Timestamp('2018-07-02 00:00:00')]",32,0,12,0,5.438124999999999,2.7875,2.6506249999999993,-2.5654999999999997,0.48741523962762895,2.7875,4.953924007219881,-2.1664240072198813,-25.99708808663857,0.17782217782217782,82.21778221778222,S0062,P0130,P0280
0,"[Timestamp('2018-05-15 00:00:00'), Timestamp('2018-06-20 00:00:00')]","[Timestamp('2018-06-21 00:00:00'), Timestamp('2018-07-02 00:00:00')]",29,0,12,0,8.89655172413793,1.5,7.396551724137931,-5.7,0.8313953488372093,1.5,7.382409161101877,-5.882409161101877,-70.58890993322252,0.14285714285714285,85.71428571428572,S0062,P0130,P0611
0,"[Timestamp('2018-05-15 00:00:00'), Timestamp('2018-06-20 00:00:00')]","[Timestamp('2018-06-21 00:00:00'), Timestamp('2018-06-30 00:00:00')]",31,0,10,1,8.187096774193547,4.229,3.958096774193547,-0.8469999999999995,0.483455476753349,4.229,6.8611223881811,-2.6321223881810996,-26.321223881811,0.35764235764235763,64.23576423576424,S0062,P0130,P0729
0,"[Timestamp('2019-06-27 00:00:00'), Timestamp('2019-07-10 00:00:00')]","[Timestamp('2019-07-11 00:00:00'), Timestamp('2019-07-18 00:00:00')]",14,0,8,0,7.314285714285715,2.28625,5.028035714285715,-1.0047499999999996,0.6874267578125001,2.28625,7.306477600323368,-5.020227600323368,-40.161820802586945,0.023976023976023976,97.6023976023976,S0121,P0500,P0569
0,"[Timestamp('2019-03-13 00:00:00'), Timestamp('2019-05-06 00:00:00')]","[Timestamp('2019-05-07 00:00:00'), Timestamp('2019-05-12 00:00:00')]",42,0,6,0,10.256666666666666,4.223333333333334,6.033333333333332,-3.378666666666666,0.588235294117647,4.223333333333334,11.05191974461283,-6.828586411279496,-40.97151846767697,0.14685314685314685,85.3146853146853,S0094,P0171,P0129
0,"[Timestamp('2019-03-13 00:00:00'), Timestamp('2019-05-06 00:00:00')]","[Timestamp('2019-05-07 00:00:00'), Timestamp('2019-05-12 00:00:00')]",40,0,6,0,9.1385,5.076666666666667,4.061833333333333,-1.0153333333333334,0.44447484087468764,5.076666666666667,12.063415736221755,-6.986749069555088,-41.920494417330524,0.15584415584415584,84.4155844155844,S0094,P0171,P0304
2,"[Timestamp('2019-09-12 00:00:00'), Timestamp('2019-09-25 00:00:00')]","[Timestamp('2019-09-26 00:00:00'), Timestamp('2019-10-09 00:00:00')]",14,0,14,2,2.9085714285714284,0.8721428571428572,2.036428571428571,-1.9768571428571429,0.7001473477406679,0.8721428571428572,2.9089824473134214,-2.036839590170564,-28.5157542623879,0.03696303696303696,96.30369630369631,S0129,P0709,P0261
1,"[Timestamp('2019-07-14 00:00:00'), Timestamp('2019-07-31 00:00:00')]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-08-14 00:00:00')]",18,0,6,0,2.183333333333333,0.0,2.183333333333333,-1.31,1.0,0.0,2.1849313345584673,-2.1849313345584673,-30.589038683818544,0.1018981018981019,89.81018981018981,S0129,P0709,P0325
0,"[Timestamp('2019-05-24 00:00:00'), Timestamp('2019-06-12 00:00:00')]","[Timestamp('2019-06-13 00:00:00'), Timestamp('2019-06-19 00:00:00')]",20,0,7,0,3.2400000000000007,0.9257142857142858,2.314285714285715,-1.3422857142857145,0.7142857142857143,0.9257142857142858,3.24778231059775,-2.3220680248834644,-16.25447617418425,0.057942057942057944,94.2057942057942,S0129,P0709,P0333
1,"[Timestamp('2019-07-11 00:00:00'), Timestamp('2019-07-31 00:00:00')]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-08-14 00:00:00')]",21,0,7,0,5.281904761904762,0.0,5.281904761904762,-8.583,1.0,0.0,5.283266036305345,-5.283266036305345,-73.96572450827483,0.08391608391608392,91.6083916083916,S0129,P0709,P0428
2,"[Timestamp('2018-09-14 00:00:00'), Timestamp('2019-01-02 00:00:00')]","[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-13 00:00:00')]",103,0,11,0,23.50592233009709,11.304545454545455,12.201376875551635,-7.088454545454546,0.5190767119964885,11.304545454545455,22.210963858960373,-10.906418404414918,-119.97060244856411,0.000999000999000999,99.9000999000999,S0080,P0261,P0103
4,"[Timestamp('2019-02-15 00:00:00'), Timestamp('2019-02-26 00:00:00')]","[Timestamp('2019-03-02 00:00:00'), Timestamp('2019-03-07 00:00:00')]",12,3,6,0,4.891666666666667,1.9983333333333333,2.8933333333333335,-5.195666666666667,0.5914821124361159,1.9983333333333333,4.883769978109231,-2.885436644775898,-17.31261986865539,0.23576423576423577,76.42357642357642,S0080,P0261,P0325
3,"[Timestamp('2019-01-17 00:00:00'), Timestamp('2019-01-30 00:00:00')]","[Timestamp('2019-01-31 00:00:00'), Timestamp('2019-02-07 00:00:00')]",14,0,8,0,9.324285714285713,5.3825,3.9417857142857127,-1.2844999999999995,0.4227439865175424,5.3825,9.321670486542269,-3.9391704865422685,-31.51336389233815,0.03896103896103896,96.1038961038961,S0080,P0261,P0364
4,"[Timestamp('2019-02-15 00:00:00'), Timestamp('2019-02-28 00:00:00')]","[Timestamp('2019-03-01 00:00:00'), Timestamp('2019-03-07 00:00:00')]",14,0,7,0,13.864999999999998,0.0,13.864999999999998,-8.318999999999999,1.0,0.0,13.865697747263088,-13.865697747263088,-97.05988423084162,0.1028971028971029,89.71028971028971,S0080,P0261,P0428
1,"[Timestamp('2018-07-19 00:00:00'), Timestamp('2018-08-03 00:00:00')]","[Timestamp('2018-08-04 00:00:00'), Timestamp('2018-08-15 00:00:00')]",16,0,12,0,7.8125,1.1566666666666667,6.655833333333334,-8.912333333333333,0.8519466666666667,1.1566666666666667,7.811430009255351,-6.654763342588684,-79.85716011106422,0.000999000999000999,99.9000999000999,S0080,P0261,P0436
2,"[Timestamp('2018-09-14 00:00:00'), Timestamp('2019-01-02 00:00:00')]","[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-13 00:00:00')]",103,0,11,0,5.5152427184466015,3.1072727272727274,2.407969991173874,-1.8287272727272725,0.4366027234159682,3.1072727272727274,5.2732565565126945,-2.165983829239967,-23.82582212163964,0.08791208791208792,91.20879120879121,S0080,P0261,P0536
2,"[Timestamp('2018-09-14 00:00:00'), Timestamp('2019-01-02 00:00:00')]","[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-13 00:00:00')]",93,0,11,0,10.545376344086021,5.155454545454545,5.389921798631476,-4.450545454545455,0.5111170642718893,5.155454545454545,10.31146204575868,-5.156007500304134,-56.716082503345476,0.08591408591408592,91.4085914085914,S0080,P0261,P0569
0,"[Timestamp('2018-04-11 00:00:00'), Timestamp('2018-04-25 00:00:00')]","[Timestamp('2018-04-26 00:00:00'), Timestamp('2018-05-05 00:00:00')]",15,0,10,0,3.555333333333333,1.2239999999999998,2.3313333333333333,-1.3320000000000003,0.6557284830301894,1.2239999999999998,3.5552533544177924,-2.3312533544177927,-23.312533544177928,0.11688311688311688,88.31168831168831,S0080,P0261,P0590
1,"[Timestamp('2018-07-19 00:00:00'), Timestamp('2018-08-03 00:00:00')]","[Timestamp('2018-08-04 00:00:00'), Timestamp('2018-08-15 00:00:00')]",16,0,12,0,8.810625000000002,3.3558333333333334,5.454791666666669,-1.3431666666666664,0.6191151781702964,3.3558333333333334,8.81571504968595,-5.459881716352617,-65.5185805962314,0.06693306693306693,93.3066933066933,S0080,P0261,P0639
4,"[Timestamp('2019-02-15 00:00:00'), Timestamp('2019-02-28 00:00:00')]","[Timestamp('2019-03-01 00:00:00'), Timestamp('2019-03-07 00:00:00')]",14,0,7,0,9.67357142857143,5.159999999999999,4.513571428571431,-2.9650000000000007,0.4665879051908737,5.159999999999999,9.676914748694033,-4.516914748694034,-31.618403240858235,0.2047952047952048,79.52047952047951,S0080,P0261,P0639
2,"[Timestamp('2018-09-15 00:00:00'), Timestamp('2019-01-02 00:00:00')]","[Timestamp('2019-01-03 00:00:00'), Timestamp('2019-01-13 00:00:00')]",77,0,5,0,4.603766233766233,1.064,3.5397662337662332,-2.223,0.7688848768653558,0.48363636363636364,4.973790532500106,-4.490154168863743,-49.39169585750117,0.03996003996003996,96.00399600399601,S0080,P0261,P0663
3,"[Timestamp('2019-01-17 00:00:00'), Timestamp('2019-01-30 00:00:00')]","[Timestamp('2019-01-31 00:00:00'), Timestamp('2019-02-07 00:00:00')]",14,0,7,1,3.9357142857142855,0.76,3.1757142857142853,-1.3880000000000001,0.8068965517241379,0.665,3.9359179326162996,-3.2709179326162996,-26.167343460930397,0.1108891108891109,88.91108891108891,S0080,P0261,P0663
0,"[Timestamp('2019-01-27 00:00:00'), Timestamp('2019-06-27 00:00:00')]","[Timestamp('2019-06-28 00:00:00'), Timestamp('2019-07-02 00:00:00')]",125,0,5,0,6.64896,0.0,6.64896,-5.068,1.0,0.0,6.294479108423314,-6.294479108423314,-31.47239554211657,0.15684315684315683,84.31568431568431,S0013,P0182,P0129
0,"[Timestamp('2019-01-30 00:00:00'), Timestamp('2019-06-26 00:00:00')]","[Timestamp('2019-06-28 00:00:00'), Timestamp('2019-07-03 00:00:00')]",111,1,6,0,3.165135135135135,0.0,3.165135135135135,-7.584999999999999,1.0,0.0,3.0804238969011624,-3.0804238969011624,-18.482543381406973,0.14385614385614387,85.61438561438561,S0013,P0182,P0171
0,"[Timestamp('2019-01-27 00:00:00'), Timestamp('2019-06-27 00:00:00')]","[Timestamp('2019-06-28 00:00:00'), Timestamp('2019-07-03 00:00:00')]",87,0,6,0,3.3255172413793104,0.0,3.3255172413793104,-4.822,1.0,0.0,3.6242341789430355,-3.6242341789430355,-21.745405073658212,0.2017982017982018,79.82017982017982,S0013,P0182,P0408
0,"[Timestamp('2019-01-27 00:00:00'), Timestamp('2019-05-25 00:00:00')]","[Timestamp('2019-06-29 00:00:00'), Timestamp('2019-07-03 00:00:00')]",70,34,5,0,2.319428571428572,0.0,2.319428571428572,-4.059,1.0,0.0,2.3994566565191664,-2.3994566565191664,-11.997283282595832,0.2867132867132867,71.32867132867133,S0013,P0182,P0637
1,"[Timestamp('2018-12-27 00:00:00'), Timestamp('2019-01-16 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-24 00:00:00')]",19,1,7,0,9.33578947368421,0.0,9.33578947368421,-6.8420000000000005,1.0,0.0,10.175673670650434,-10.175673670650434,-71.22971569455304,0.04395604395604396,95.6043956043956,S0026,P0130,P0028
1,"[Timestamp('2018-11-30 00:00:00'), Timestamp('2019-01-17 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-24 00:00:00')]",34,0,7,0,15.147058823529411,7.285714285714286,7.861344537815126,-12.264285714285716,0.519001386962552,7.285714285714286,14.044800108536007,-6.759085822821722,-47.31360075975205,0.10789210789210789,89.21078921078922,S0026,P0130,P0140
1,"[Timestamp('2018-11-30 00:00:00'), Timestamp('2019-01-17 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-24 00:00:00')]",34,0,7,0,6.561470588235293,2.36,4.201470588235294,-0.9449999999999998,0.6403245326998073,2.36,6.224914430628644,-3.864914430628644,-27.054401014400508,0.08591408591408592,91.4085914085914,S0026,P0130,P0169
1,"[Timestamp('2018-11-30 00:00:00'), Timestamp('2019-01-17 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-24 00:00:00')]",34,0,7,0,5.985000000000001,2.9671428571428575,3.0178571428571437,-1.5998571428571426,0.5042367824322712,2.9671428571428575,5.5592121493510875,-2.59206929220823,-18.144485045457607,0.14085914085914086,85.91408591408592,S0026,P0130,P0372
0,"[Timestamp('2018-02-19 00:00:00'), Timestamp('2018-05-12 00:00:00')]","[Timestamp('2018-05-13 00:00:00'), Timestamp('2018-05-18 00:00:00')]",73,0,6,0,25.294520547945204,14.25,11.044520547945204,-15.3,0.4366368805848903,14.25,25.88198473394179,-11.631984733941788,-69.79190840365072,0.2677322677322677,73.22677322677322,S0026,P0130,P0388
2,"[Timestamp('2019-08-15 00:00:00'), Timestamp('2019-09-25 00:00:00')]","[Timestamp('2019-09-27 00:00:00'), Timestamp('2019-10-07 00:00:00')]",16,1,11,3,10.369375,3.350909090909091,7.018465909090908,-1.5650909090909084,0.6768456063254448,3.350909090909091,3.975185989192539,-0.6242768982834481,-6.867045881117932,0.4675324675324675,53.24675324675325,S0026,P0130,P0439
1,"[Timestamp('2018-11-30 00:00:00'), Timestamp('2019-01-17 00:00:00')]","[Timestamp('2019-01-18 00:00:00'), Timestamp('2019-01-24 00:00:00')]",34,0,7,0,9.451176470588237,3.825714285714286,5.625462184873951,-14.384285714285712,0.5952129031110795,3.825714285714286,11.248629538595205,-7.4229152528809195,-51.96040677016643,0.22477522477522477,77.52247752247752,S0026,P0130,P0739
