reviewerName,hotelId,overallScore,originalReviewText,reviewText,cleanlinessScore,comfortScore,serviceScore,foodScore,locationScore,travelType,travelTypeDisplayName,travelTheme,travelThemeDisplayName,travelPurpose,travelKeywords,language,timestamp,anonymous,recommended,approved,sideBar,curated,translated,tagList,photoDataDisplaysList,businessReply,reviewId,reactionSummaries,profileId,sharedUrl,travelPurposeText
Nguyen L. T. ,3000010042556,6.0,Phòng 2 giường vòi Lavabo bị lỏng lẻo. Có khăn tắm nhưng không có khăng lau mặt. Không có bông ngoáy tai. Thang máy có mùi hôi.,Room 2 bed Lavabo faucet is loose. There are towels but no towels. No earplugs. The elevator has a bad smell.,6.0,6.0,6.0,,6.0,,,,,,[],ENGLISH,1658818886137,False,False,True,False,True,True,,[],,126775228,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",105552176,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Tran T. T. ,3000010042556,6.0,"Phòng ở không cách âm:nghe vật rơi, nước xối và bước chân đi cộp cộp trên đầu (tôi ở phòng g2 giá Tết là 1.500.000d/dem)","Room without soundproofing: listening to falling objects, running water and clattering footsteps on my head (I stayed in room g2 for Tet price 1,500,000d/dem)",6.0,6.0,6.0,6.0,6.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1643981675333,False,False,True,False,True,True,,[],,126227954,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",187598331,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Tran T. T. ,3000010042556,5.7,"Giá cũng không rẻ cho 1 đêm, nhưng mình không hiểu sao service bên khách sạn rất không tốt Vị trí ngay trung tâm rất thuận lợi. Phòng city view nhưng lại cho mình xuống tầng hầm view ngóch ngách ngay cửa nhà hàng xóm. Phòng rất nóng và khôn sạch sẽ, mặc dù mình đã yêu cầu dọn dẹp lại. Phòng cũng không có điện thoại để liên hệ quầy lễ tân. Wifi trong phòng cũng cực kỳ yếu. Thực sự không hài lòng lắm với mức giá mình bỏ ra","The price is not cheap for 1 night, but I don't understand why the service at the hotel is very bad. The location right in the center is very convenient. City view room, but let me go to the basement to see the nooks and crannies at the door of the neighbor's house. The room was very hot and it was not clean, even though I asked for it to be cleaned. The room also does not have a phone to contact the front desk. Wifi in the room was also extremely weak. Really not satisfied with the price I paid",4.0,4.0,6.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1688048102224,False,False,True,False,True,True,,[],,127544329,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",286984819,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Thi T. T. T. ,3000010042556,5.7,"khách sạn không có cách âm, 4h sáng khách nói chuyện quá ồn, chỗ gửi xe ô tô đi xa, thái độ nhân viên gửi xe nói chuyện láo, bạn nam lễ tân nói chuyện thân thiện, nhiệt tình hỗ trợ khách, ra giường thì bụi, dơ.","The hotel does not have soundproofing, guests talk too loudly at 4 am, the car park is far away, the parking staff attitude is lying, the male receptionist is friendly, enthusiastic to support guests, get out of bed. dusty, dirty.",6.0,4.0,4.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1676436626477,False,False,True,False,True,True,,[],,127218527,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '11', 'hadReacted': False}}}",47626840,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Nguy D. ,3000010042556,5.6,"Phòng này rất bí, cửa sổ trong hành lang mà lại không thông với bên ngoài, trong phòng không có máy điều hoà, chí ít để lưu thông không khí, phòng rất ngộp!","This room is very secret, the window in the corridor is not open to the outside, there is no air conditioner in the room, at least to circulate air, the room is very stuffy!",8.0,4.0,4.0,,8.0,,,,Bisnis,"{'travelPurpose': 'BUSINESS', 'travelPurposeText': 'Bisnis'}",[],ENGLISH,1663379025775,False,False,True,False,True,True,,[],,126897007,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",22997724,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Bisnis
Lam H. M. ,3000010042556,5.4,"Nhân viên dọn phòng vào nhầm phòng khi tôi còn đang ngủ, phòng cách âm không tốt + đầu giường kế cửa phòng nên thật sự rất ồn rất khó ngủ, phòng ẩm mốc có mùi","The housekeeping staff entered the wrong room while I was sleeping, the room was not soundproofed + the headboard was next to the room door so it was really noisy, it was difficult to sleep, the room had a musty smell",4.0,4.0,4.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",ENGLISH,1663832631316,False,False,True,False,True,True,,[],,126907539,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '8', 'hadReacted': False}}}",250004692,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Nguyen T. D. ,3000010042556,4.5,"khách sạn quá tệ, đồ đạc thì bẩn, nhân viên thì quát tháo","The hotel is so bad, the furniture is dirty, the staff is shouting",4.0,4.0,4.0,4.0,4.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],ENGLISH,1676103475835,False,False,True,False,True,True,,[],,127220310,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '6', 'hadReacted': False}}}",,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Le N. P. L. ,3000010042556,10.0,,"Phòng sạch sẽ, gần chợ và các khu ăn uống!",10.0,10.0,10.0,10.0,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1686618642089,False,False,True,False,False,False,,[],,127505268,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '7', 'hadReacted': False}}}",273104503,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Gia Q. N. ,3000010042556,10.0,,"Tôi đi nhóm 6 người 3 phòng rất sạch sẽ, nhân viên chu đáo. Hôm check out còn cho mượn phòng để nghỉ ngơi thêm nữa. Trải nghiệm tuyệt vời",10.0,10.0,10.0,10.0,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",VIETNAMESE,1673340139436,False,False,True,True,False,False,,[],,127152386,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '7', 'hadReacted': False}}}",158891406,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Lim I. S. ,3000010042556,9.7,,"The Grace Hotel berada di tempat yang strategis, di depan hotel banyak jual makanan, tempat wisata juga lumayan dekat dan banyak terdapat coffee dengan view yang bagus untuk yang suka foto-foto. Untuk staff hotel bahasa Inggrisnya belum begitu lancar tapi enjoy sie di sini hehehe. Cuma karena datangnya di bulan Juli lagi musim hujan jadi dingin. Thank you.",10.0,10.0,10.0,,10.0,,,,,,[],INDONESIAN,1689835392913,False,False,True,False,False,False,,[],,127607682,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",11354648,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Phan D. A. B. ,3000010042556,9.7,,"Phòng ốc tuyệt vời, nhân viên thân thiện và niềm nở, có dịch vụ thuê xe tốt, gần Hồ Xuân Hương tiện cho việc chạy bộ tập thể dục buổi sáng, 10/10 Từ khách sạn chạy 1 vòng Hồ Xuân Hương rồi vòng về khách sạn là 6.45km chạy bộ cho các bạn muốn tham khảo",10.0,10.0,10.0,,10.0,,,,,,[],VIETNAMESE,1689493082888,False,False,True,True,False,False,,[],,127596887,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",42451769,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Huynh V. T. Q. ,3000010042556,9.7,,"Khách sạn đẹp như ảnh, thân thiện, sạch sẽ",10.0,10.0,10.0,,10.0,,,,,,[],VIETNAMESE,1688173662659,False,False,True,False,False,False,,[],,127548028,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",214107760,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Tran T. B. E. ,3000010042556,9.7,,Khách sạn tuyệt vời cho lòng hiếu khách và sự tận tâm. Khách sạn mới và các bạn nhân viên không thể tuyệt vời hơn. Mình chắc chắn muốn quay lại đây :),10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1682294470156,False,False,True,False,False,False,,[],,127365072,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '8', 'hadReacted': False}}}",,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Duy D. ,3000010042556,9.7,,Rất tuyệt về hình thức và phục vụ.,10.0,10.0,10.0,8.0,10.0,,,,,,[],VIETNAMESE,1681999993601,False,False,True,False,False,False,,[],,127357632,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '5', 'hadReacted': False}}}",277528245,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Pham T. T. ,3000010042556,9.7,,"Khách sạn rất tốt, sạch sẽ giá cả phù hợp",10.0,10.0,10.0,,10.0,,,,,,[],VIETNAMESE,1681207858508,False,False,True,False,False,False,,[],,127342572,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",259322453,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Ho N. X. M. ,3000010042556,9.7,,"Tôi đã có một kì nghỉ khá tốt ở đây. Khách sạn sạch sẽ, gần trung tâm nên dễ di chuyển. Nhân viên nhiệt tình và thân thiện. Tuy nhiên phòng không được cách âm tốt lắm.",10.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}, {'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1678284644480,False,False,True,False,False,False,,[],,127276547,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '7', 'hadReacted': False}}}",223738930,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Trong K. C. ,3000010042556,9.7,,"Khách sạn ngay trung tâm, đi lại các điểm rất tiện. Phòng ốc sạch sẽ, nhân viên nhiệt tình và thân thiện",10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1672291792987,False,False,True,True,False,False,,[],,127113030,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '9', 'hadReacted': False}}}",13461254,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Sang N. T. S. ,3000010042556,9.7,,"Khách sạn sạch sẽ, phục vụ rất ok",10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1672275406423,False,False,True,False,False,False,,[],,127112260,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '6', 'hadReacted': False}}}",263544822,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Bui T. T. H. ,3000010042556,9.7,,"Đi 6 lần là ở 5 lần trên khách sạn này, thoải mái,",10.0,10.0,10.0,,10.0,,,,,,[],VIETNAMESE,1667023834309,False,False,True,False,False,False,,[],,126984181,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '2', 'hadReacted': False}}}",15731504,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Quoc P. T. ,3000010042556,9.7,,Phòng nên để sẵn chai xịt phòng vì không khí ẩm dalat làm cho phòng nghe mùi ẩm mốc,10.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",VIETNAMESE,1666662425337,False,False,True,False,False,False,,[],,126976725,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",94636241,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Chung P. H. ,3000010042556,9.7,,"Khách sạn chất lượng tốt, thiết bị tốt, có điều wifi hơi bị yếu.",10.0,10.0,10.0,,10.0,,,,,,[],VIETNAMESE,1661063730126,False,False,True,False,False,False,,[],,126837516,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",219007041,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Luong T. T. N. ,3000010042556,9.7,,"Phòng sạch sẽ, nhân dân viên hiền dễ thương, khách sạn gần trung tâm đi lại thoải mái dễ dàng.",10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}",[],VIETNAMESE,1659589176358,False,False,True,False,False,False,,[],,126798065,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",225300165,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Ly V. B. ,3000010042556,9.7,,"Phòng rất sạch, giá cả cũng khá hợp lý, sẽ quay lạy lần sau 👍",10.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],VIETNAMESE,1659401113226,False,False,True,False,False,False,,[],,126793242,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",245426751,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Minh N. N. ,3000010042556,9.7,,"Phòng sạch sẽ, đầy đủ tiện nghi. Nhân viên thì quá nhiệt tình, thân thiện, xin gì hay cần giúp gì là ok liền. Check in trước giờ không tính thêm phí. Quá tuyệt vời",10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'COUPLE', 'travelKeywordText': 'Pasangan'}]",VIETNAMESE,1659113179389,False,False,True,False,False,False,,[],,126782568,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '5', 'hadReacted': False}}}",210982341,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Cam B. H. ,3000010042556,9.7,,"khách sạn rất tốt ạ, cực nhiệt tình, nhận phòng trước giờ không tốn thêm phí, bàn ủi mượn free chứ không cho thuê như những khách sạn khác",10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",VIETNAMESE,1655976090247,False,False,True,False,False,False,,[],,126673447,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",215468846,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Giang V. ,3000010042556,9.7,,phòng ốc sạch sẽ rộng rãi. nhân viên kháchsạn rất nhiệt tình vui vẻ. view phòng cửa sổ nhìn được thành phố cũng đẹp á. hài lòng lắm luôn. phòng giống trên hình,10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",VIETNAMESE,1652949612660,False,False,True,False,False,False,,"[{'photoId': '205121195_ACCOMMODATION_1652949510238_8ed948a489d83085', 'photoUrl': 'https://ik.imagekit.io/tvlk/ugc-review/guys1L+Yyer9kzI3sp-pb0CG1j2bhflZGFUZOoIf1YOBAm37kEUOKR41ieUZm7ZJ/ugc-photo-ap-southeast-1-581603780057-acd24e232f75f09e/ACCOMMODATION/205121195_ACCOMMODATION_1652949510238_8ed948a489d83085?tr=q-40,c-at_max,w-740,h-500&_src=imagekit', 'thumbnailUrl': 'https://ik.imagekit.io/tvlk/ugc-review/guys1L+Yyer9kzI3sp-pb0CG1j2bhflZGFUZOoIf1YOBAm37kEUOKR41ieUZm7ZJ/ugc-photo-ap-southeast-1-581603780057-acd24e232f75f09e/ACCOMMODATION/205121195_ACCOMMODATION_1652949510238_8ed948a489d83085?tr=q-40,w-145,h-145&_src=imagekit', 'caption': '', 'photoCategoryDisplay': {'photoCategory': 'NEARBY_VIEW_AND_ATTRACTION', 'photoCategoryDisplayText': 'Atraksi di Area Sekitar'}, 'width': '2000', 'height': '2667', 'uploaderName': 'Giang V. ', 'submissionTime': '1652960840883', 'reactionSummaries': {'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}, 'sharedUrl': None}, {'photoId': '205121195_ACCOMMODATION_1652949510238_2388cb39dde3ef28', 'photoUrl': 'https://ik.imagekit.io/tvlk/ugc-review/guys1L+Yyer9kzI3sp-pb0CG1j2bhflZGFUZOoIf1YOBAm37kEUOKR41ieUZm7ZJ/ugc-photo-ap-southeast-1-581603780057-acd24e232f75f09e/ACCOMMODATION/205121195_ACCOMMODATION_1652949510238_2388cb39dde3ef28?tr=q-40,c-at_max,w-740,h-500&_src=imagekit', 'thumbnailUrl': 'https://ik.imagekit.io/tvlk/ugc-review/guys1L+Yyer9kzI3sp-pb0CG1j2bhflZGFUZOoIf1YOBAm37kEUOKR41ieUZm7ZJ/ugc-photo-ap-southeast-1-581603780057-acd24e232f75f09e/ACCOMMODATION/205121195_ACCOMMODATION_1652949510238_2388cb39dde3ef28?tr=q-40,w-145,h-145&_src=imagekit', 'caption': '', 'photoCategoryDisplay': {'photoCategory': 'NEARBY_VIEW_AND_ATTRACTION', 'photoCategoryDisplayText': 'Atraksi di Area Sekitar'}, 'width': '2000', 'height': '2667', 'uploaderName': 'Giang V. ', 'submissionTime': '1652960840908', 'reactionSummaries': {'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}, 'sharedUrl': None}]",,126573414,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",205121195,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Doan T. T. ,3000010042556,9.7,,"Nhân viên nhiệt tình hỗ trợ khách hết mình. Khách sạn sạch sẽ, gần chợ. Đẹp.",10.0,10.0,10.0,,10.0,,,,,,[],VIETNAMESE,1649649226330,False,False,True,True,False,False,,[],,126447153,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",219939174,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Thi T. T. N. ,3000010042556,9.7,,"khách sạn cho nhận phòng sớm, phòng thoải mái đầy đủ tiện nghi",10.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1649132124231,False,False,True,True,False,False,,[],,126432062,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",20669733,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Pham T. T. ,3000010042556,9.7,,"Tôi đã có 1 kỳ nghĩ rất zui và đặc biệt tại đây, đã lâu không đi xe đường dài nên rất mệt mỏi không như dự tính tới nơi còn rất sớm khoảng 4h sáng rất mệt mỏi nhưng nhờ khách sạn rất tận tâm cho nghĩ ngơi tạm trước khi tới giờ nhận phòng bằng 1 căn phòng rất đầy đủ giường gối nhà vệ sinh (miễn phí nha) nhờ thế mình có thêm sức xông pha rất nhìu nơi ở đà lạt… love hotel",10.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}, {'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1645451060154,False,False,True,True,False,False,,[],,126286174,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '6', 'hadReacted': False}}}",20552715,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Nguyen T. N. ,3000010042556,9.4,,"Khách sạn gần chợ đêm, gần Hồ Xuân Hương, vị trí rất thuận tiện. Phòng ở đây sạch sẽ, có cửa sổ nên rất thoáng. Các anh chị nhân viên thân thiện và hỗ trợ khá nhiệt tình. Phòng vệ sinh hơi có mùi một chút. Mong khách sạn sẽ cải tiến điểm này ạ.",8.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1692588825109,False,False,True,False,False,False,,[],,127677107,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",213524207,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Thi T. N. ,3000010042556,9.4,,"Phòng sạch sẽ, tiện nghi, vị trí thuận lợi. Các anh chị nhân viên hỗ trợ rất nhiệt tình. Tuy nhiên phòng vệ sinh dễ bị có mùi hơi khó chịu, khách sạn chỉ cần khắc phục thêm điểm này thì sẽ hoàn hảo ạ.",8.0,10.0,10.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1692588415835,False,False,True,False,False,False,,[],,127677096,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Duong H. L. ,3000010042556,9.4,,"Điểm cộng: Khách sạn mới, sạch sẽ, gần chợ. Điểm trừ: cách âm kém. Bạn lễ tân nam không niềm nở, thái độ với khách lạnh tanh.",10.0,10.0,8.0,,10.0,,,,,,[],VIETNAMESE,1683516950599,False,False,True,False,False,False,,[],,127416806,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",23484335,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Lam T. A. ,3000010042556,9.4,,"Thân thiện , thoải mái , đã bỏ quên bộ sạc , bên khách sạn gởi giúp về rất chu đáo ạ",10.0,10.0,10.0,8.0,8.0,,,,,,[],VIETNAMESE,1672994037288,False,False,True,False,False,False,,[],,127114540,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '0', 'hadReacted': False}}}",242427450,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Ha N. ,3000010042556,9.4,,"Khách sạn ổn trong tầm giá. Các bạn nhân viên lịch sự, có check-in sớm. Mình đến lúc 6h sáng các bạn cũng hỗ trợ cho mình nhận phòng luôn, không phải đợi đến đúng 14h. Phòng ốc hơi cũ xíu nhưng khá sạch. Khách sạn ở ngay trung tâm đi lại rất tiện. Nhìn chung khách sạn rất đáng cân nhắc để quay lại lần sau 😊",8.0,10.0,10.0,,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FRIENDS', 'travelKeywordText': 'Teman'}]",VIETNAMESE,1669506230356,False,False,True,False,False,False,,[],,127041193,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",51651307,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Bui T. L. ,3000010042556,9.4,,Phòng sạch sẽ và nệm êm. Tolet cũng sạch. Nước nóng và có cả máy sấy tóc và nhiều tiện ích khác. Chỉ hơi tiếc là không có chỗ đậu xe hơi thôi. Điều này mình có thể hiểu và cảm thông. Vì đà lạt rất ít khách sạn có chỗ đậu xe. Nói chung là very good,10.0,10.0,10.0,8.0,8.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],VIETNAMESE,1667968171009,False,False,True,False,False,False,,[],,127007560,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '12', 'hadReacted': False}}}",224510720,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Minh Q. ,3000010042556,9.4,,"Khách sạn hỗ trợ checkin sớm, phòng như hình, nhân viên lễ tân dễ thương :3",10.0,10.0,8.0,8.0,10.0,,,,Liburan,"{'travelPurpose': 'LEISURE', 'travelPurposeText': 'Liburan'}","[{'travelKeyword': 'FAMILY', 'travelKeywordText': 'Keluarga'}]",VIETNAMESE,1662095390774,False,False,True,False,False,False,,[],,126864975,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '1', 'hadReacted': False}}}",249498743,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Liburan
Huu T. T. ,3000010042556,9.4,,"Khách sạn sạch sẽ,đầy đủ tiện nghi. Chỉ có thiếu ánh sáng từ cửa sổ.",10.0,10.0,8.0,,10.0,,,,Staycation,"{'travelPurpose': 'STAYCATION', 'travelPurposeText': 'Staycation'}",[],VIETNAMESE,1660908683179,False,False,True,False,False,False,,[],,126833849,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '3', 'hadReacted': False}}}",248347111,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,Staycation
Pham T. T. H. ,3000010042556,9.4,,"Khách sạn này gần trung tâm nên đi lại thuận tiện, phòng sạch sẽ, nhân viên vui vẻ, cho nhận phòng từ sáng mà không tính thêm phí",10.0,8.0,10.0,,10.0,,,,,,[],VIETNAMESE,1654470595904,False,False,True,True,False,False,,[],,126626219,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '4', 'hadReacted': False}}}",231255601,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
Phuong P. ,3000010042556,9.1,,"khách sạn sạch sẽ, phòng có view lại gần trung tâm tiện đi lại các địa điểm !",8.0,8.0,10.0,,10.0,,,,,,[],VIETNAMESE,1683601230911,False,False,True,False,False,False,,[],,127420050,"{'reactionSummaryMap': {'LIKE': {'reactionCount': '6', 'hadReacted': False}}}",173540908,https://www.traveloka.com/hotel/vietnam/the-grace-hotel-dalat-3000010042556,
