text,aspect,sentiment,neu_score,neg_score,pos_score,reviewId,singular_aspect
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",room,neutral,0.96269494,0.018913303,0.018391771,126224973,room
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",window,negative,0.15759628,0.8262038,0.016199859,126224973,window
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",bit,negative,0.0060549313,0.92284954,0.071095474,126224973,bit
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",balcony,negative,0.0035351985,0.9859249,0.01053984,126224973,balcony
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",return,positive,0.046866134,0.007695993,0.94543785,126224973,return
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",location,positive,0.0009409643,0.0010457747,0.99801326,126224973,location
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",sides,positive,0.2612741,0.18008669,0.5586392,126224973,side
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",road,neutral,0.8226637,0.014270449,0.1630659,126224973,road
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",milk,neutral,0.73156047,0.007459824,0.2609797,126224973,milk
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",market,positive,0.0008271788,0.00091865694,0.9982541,126224973,market
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",guests,positive,0.00045086246,0.0014885664,0.9980605,126224973,guest
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",motorbikes,positive,0.00069528597,0.0009699479,0.9983348,126224973,motorbike
"I was in room 201 with a window, a bit disappointed because the balcony was too small and narrow, but in return the location was quite convenient, the morning walking along the two sides of the road to drink soy milk 15k, eating a 15k pork bread, vermicelliChicken 60k is very delicious, walking through the market, cute guests, cheap motorbikes, what to eat, you should ask the price first, and",price,neutral,0.9867821,0.011318725,0.0018991927,126224973,price
"The hotel is quite convenient, near the center, the hotel is quite small but very clean, the enthusiastic staff is very cute",hotel,positive,0.0017248958,0.001122227,0.9971528,127020068,hotel
"The hotel is quite convenient, near the center, the hotel is quite small but very clean, the enthusiastic staff is very cute",center,positive,0.0010614564,0.0009090918,0.9980294,127020068,center
"The hotel is quite convenient, near the center, the hotel is quite small but very clean, the enthusiastic staff is very cute",staff,positive,0.00040328363,0.0012292591,0.9983675,127020068,staff
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",convenient location,positive,0.000803013,0.0009621963,0.99823475,126221953,convenient location
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",Malat market,positive,0.0020927556,0.0010034608,0.9969037,126221953,Malat market
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",motorbike rental,positive,0.044284366,0.0040616123,0.9516541,126221953,motorbike rental
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",shower point,negative,0.004264276,0.991927,0.0038087016,126221953,shower point
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",receptionist,positive,0.00044251903,0.0010959147,0.9984616,126221953,receptionist
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",hotel,positive,0.0030735242,0.0013904563,0.9955361,126221953,hotel
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",room,neutral,0.8267875,0.00915998,0.16405258,126221953,room
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",Guests,positive,0.27774584,0.022472633,0.6997815,126221953,Guest
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",day,neutral,0.8121449,0.035715446,0.15213972,126221953,day
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",scooter,neutral,0.8371645,0.044771403,0.11806411,126221953,scooter
"Plus the receptionist is fun, enthusiastic. The hotel has a convenient location, walking to Malat market is quite close. Can check in early if the room is available. Guests have a motorbike rental for 120k day (scooter) with a shower point that looks old, so it is a bit lost.",bit,negative,0.0057197143,0.98773813,0.0065421243,126221953,bit
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",is anyone,negative,0.14428058,0.84940153,0.0063179135,126974531,is anyone
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",room,negative,0.025125321,0.960021,0.014853633,126974531,room
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",picture,negative,0.10608468,0.88914067,0.004774754,126974531,picture
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",humidity,negative,0.001513443,0.99378806,0.004698485,126974531,humidity
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",loft,negative,0.0024769409,0.99031353,0.007209619,126974531,loft
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",car,negative,0.035306696,0.95069355,0.013999781,126974531,car
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",hotel,positive,0.29813352,0.22633266,0.47553378,126974531,hotel
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",rooms,negative,0.15325278,0.69132733,0.15541987,126974531,room
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",elevator,negative,0.008731625,0.98632705,0.0049412153,126974531,elevator
"The room is not the same as the picture, the humidity is low, such as the loft, there is no car parking so it is extremely inconvenient, the room does not soundproof, so there is anyone outside talking can hear. The hotel also has many rooms but only one elevator should be long. In general, this is the first and last time",time,negative,0.0072697815,0.9835954,0.009134938,126974531,time
anh very greanht experience with anhffordanhble price the locanhtion is anhlso stranhtegic.,experience,positive,0.00035289174,0.0009211365,0.99872595,127474469,experience
anh very greanht experience with anhffordanhble price the locanhtion is anhlso stranhtegic.,price,positive,0.0003207397,0.0012047072,0.99847454,127474469,price
anh very greanht experience with anhffordanhble price the locanhtion is anhlso stranhtegic.,locanhtion,positive,0.006773318,0.001959204,0.9912675,127474469,locanhtion
anh very greanht experience with anhffordanhble price the locanhtion is anhlso stranhtegic.,stranhtegic,positive,0.002619236,0.001023588,0.99635714,127474469,stranhtegic
"clean, comfort, can late check in helpful staff. recommended hotel.",late check,positive,0.000873814,0.0008360095,0.9982901,127309700,late check
"clean, comfort, can late check in helpful staff. recommended hotel.",clean,positive,0.00052777,0.000849405,0.9986228,127309700,clean
"clean, comfort, can late check in helpful staff. recommended hotel.",comfort,positive,0.0005193883,0.0008484653,0.99863213,127309700,comfort
"clean, comfort, can late check in helpful staff. recommended hotel.",staff,positive,0.0004220264,0.00092191657,0.99865603,127309700,staff
"clean, comfort, can late check in helpful staff. recommended hotel.",hotel,positive,0.00067389745,0.0008084776,0.9985176,127309700,hotel
"good location, motorbike for rent so cheap, reception friendly.",location,positive,0.00057074864,0.0007868343,0.9986424,126330494,location
"good location, motorbike for rent so cheap, reception friendly.",motorbike,positive,0.0010220802,0.00091437384,0.9980635,126330494,motorbike
"good location, motorbike for rent so cheap, reception friendly.",rent,positive,0.0060889376,0.0013051496,0.9926059,126330494,rent
"good location, motorbike for rent so cheap, reception friendly.",reception,positive,0.00062195054,0.0008747223,0.9985033,126330494,reception
room clean location very good .,room,positive,0.0019968054,0.00094667426,0.9970565,127510734,room
room clean location very good .,location,positive,0.00056050025,0.00081653474,0.998623,127510734,location
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",hotel hanhs,negative,0.0065665897,0.97939694,0.014036486,126952506,hotel hanh
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",hotel i,negative,0.0049966415,0.97469294,0.020310389,126952506,hotel i
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",mildew smell,negative,0.0077719777,0.9595208,0.032707226,126952506,mildew smell
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",chanhnge room,neutral,0.9744786,0.013368486,0.012152891,126952506,chanhnge room
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",similanhr rooms,negative,0.34946892,0.62765354,0.022877574,126952506,similanhr room
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",danhy i,neutral,0.8966282,0.09984362,0.0035281316,126952506,danhy i
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",switch room,neutral,0.9713577,0.0077392436,0.020903096,126952506,switch room
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",receptionist sanhid theyll,neutral,0.8549062,0.010004769,0.13508905,126952506,receptionist sanhid theyll
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",solution wanhs,positive,0.19675909,0.21960177,0.58363914,126952506,solution wanh
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",i,negative,0.40910542,0.52581686,0.065077685,126952506,i
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",week,neutral,0.9918731,0.0070526293,0.0010743613,126952506,week
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",hanhve,negative,0.03685854,0.9447224,0.018419094,126952506,hanhve
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",room,neutral,0.9774392,0.018979874,0.0035809202,126952506,room
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",tomorrow,neutral,0.9585113,0.017937293,0.023551356,126952506,tomorrow
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",anhsked,negative,0.48199353,0.5081994,0.009807034,126952506,anhsked
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",fix,neutral,0.6369289,0.07120793,0.29186314,126952506,fix
"i stanhyed here for anh week. this hotel hanhs to be the worst hotel i hanhve ever been to. they ganhve me anh room with anhn obnoxious mildew smell. i anhsked them if they could chanhnge room for me, anhnd they told me we hanhve no other similanhr rooms until tomorrow. the next danhy i anhsked to switch room, anhnd the receptionist sanhid theyll fix the smell in my room. their solution wanhs to",smell,negative,0.01568573,0.9573866,0.026927724,126952506,smell
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",everyones house,positive,0.001468182,0.0009903596,0.9975414,127496875,everyones house
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",room needs cleaning,neutral,0.90388715,0.06337378,0.032739088,127496875,room needs cleaning
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",coffee water,negative,0.32033947,0.6716454,0.008015084,127496875,coffee water
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",night market,positive,0.0073087593,0.0014216156,0.9912696,127496875,night market
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",is Miss,positive,0.0052558538,0.0025487107,0.9921955,127496875,is Mis
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",Soy Milk,positive,0.05680712,0.0027650662,0.94042784,127496875,Soy Milk
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",time,positive,0.06140879,0.021424485,0.91716677,127496875,time
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",hotel,positive,0.012866233,0.0029289944,0.9842048,127496875,hotel
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",lack,negative,0.46370408,0.4970901,0.039205857,127496875,lack
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",price,positive,0.0005001412,0.0008690688,0.9986307,127496875,price
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",area,positive,0.0006299036,0.0011930948,0.99817705,127496875,area
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",center,positive,0.005458635,0.0020008045,0.99254054,127496875,center
"This is my 2nd time staying at this hotel. Well worth staying at everyones house. The hotel is clean and fully equipped. Staff are very friendly and open. Especially very attentive, or ask if the room needs cleaning or lack of coffee water. The price is affordable, my favorite is in this area right in the center, a little walk is to the night market, nearby there is Miss Lans Soy Milk which is",walk,positive,0.00081609434,0.0013222764,0.9978617,127496875,walk
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",service staff,positive,0.0005853118,0.0010006382,0.99841404,127458149,service staff
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",hotel,positive,0.0014421375,0.0011732476,0.9973846,127458149,hotel
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",market,positive,0.00072538183,0.0008509552,0.9984237,127458149,market
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",rental,positive,0.024918703,0.0045479,0.9705334,127458149,rental
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",table,negative,0.028679892,0.96507293,0.0062472047,127458149,table
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",bit,negative,0.017420096,0.96409935,0.0184806,127458149,bit
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I dont know. Will visit again next time.",time,neutral,0.64063865,0.009466282,0.34989506,127458149,time
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",Da Lat market,positive,0.0016524588,0.0009810299,0.9973665,127433145,Da Lat market
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",hotel,positive,0.002097657,0.0011057492,0.99679667,127433145,hotel
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",facilities,positive,0.00063253246,0.0009380123,0.9984295,127433145,facility
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",staff,positive,0.0006721744,0.0010762829,0.9982515,127433145,staff
"Good, clean spacious. Cheap. So stay home everyone",home,positive,0.031643465,0.010564467,0.95779204,127357955,home
"Good, clean spacious. Cheap. So stay home everyone",everyone,positive,0.0055298232,0.0031763008,0.99129385,127357955,everyone
"The room is clean and airy, my baby loves it",room,positive,0.0015167826,0.000892037,0.99759126,127343834,room
"The room is clean and airy, my baby loves it",airy,positive,0.00059700146,0.00088894233,0.998514,127343834,airy
"The room is clean and airy, my baby loves it",baby,positive,0.0005513778,0.0010509775,0.99839765,127343834,baby
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",water heater,positive,0.001054053,0.0010118735,0.9979341,127333451,water heater
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",elevator Enthusiastic,positive,0.00053285086,0.0010475258,0.99841964,127333451,elevator Enthusiastic
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",support staff,positive,0.00038744754,0.0010265795,0.99858594,127333451,support staff
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",room,positive,0.0141429985,0.002132288,0.9837247,127333451,room
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",dryer,positive,0.002798418,0.0013517542,0.99584985,127333451,dryer
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",television,positive,0.0054002325,0.001463817,0.9931359,127333451,television
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",refrigerator,positive,0.023267603,0.002139652,0.97459275,127333451,refrigerator
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",kettle,positive,0.011146116,0.0014243121,0.98742956,127333451,kettle
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, . . ), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",charge,positive,0.1774954,0.01330915,0.80919546,127333451,charge
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",Da Lat,positive,0.0027126195,0.0011911794,0.9960962,127326759,Da Lat
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",hotel,positive,0.002154235,0.0012011783,0.9966446,127326759,hotel
