TV,Radio,Social Media,Influencer,Sales,OE,TE,SE
42.0,15.79333037,1.878801595,Macro,148.7902583,0.35148818,0.43344605,0.8109156375978047
22.0,11.78493468,0.009092532,Nano,80.96231466,0.98050582,0.98532217,0.9951119033483231
42.0,8.342327563,4.017463021,Nano,155.1794634,0.29417178,0.51726531,0.5687057962576304
62.0,23.55330281,5.89293156,Macro,219.5485134,0.20516167,0.41062918,0.4996275958761625
23.0,7.956173782,0.912076126,Nano,83.03620465,0.38595253,0.3903362,0.9887695017782107
89.0,34.21397898,4.786459552,Macro,318.7117311,0.31494906,0.54404444,0.5789031866587958
67.0,27.11403284,2.646603229,Macro,236.0287822,0.37749022,0.4856328,0.7773161532746553
94.0,37.47520003,6.093510288,Macro,334.0609261,0.27450232,0.53505014,0.5130403666467596
50.0,10.37446633,4.32978936,Mega,176.586201,0.27396191,0.50931079,0.5379071391752764
96.0,37.00648765,7.150101013,Mega,343.3204752,0.24965825,0.5618515,0.4443491741145125
86.0,32.60830419,4.793069167,Mega,306.0828436,0.30553061,0.52096833,0.5864667627684776
66.0,20.15441348,3.50221048,Micro,236.001644,0.31734226,0.51459513,0.6166833720326891
60.0,26.09727976,1.525980545,Nano,217.2293131,0.49431501,0.59223115,0.8346656706591674
59.0,16.84366435,1.582101781,Micro,207.1893113,0.46688346,0.57605081,0.8104900677077426
63.0,21.40157977,2.332838624,Nano,221.2850004,0.39117142,0.50859184,0.7691264177577052
61.0,16.13495534,3.038417797,Macro,216.0157622,0.32778594,0.52355951,0.6260719817695605
54.0,10.86707292,2.932960829,Nano,198.5214102,0.32117842,0.58805752,0.5461683748215651
80.0,26.45466629,7.956071282,Nano,279.1802705,0.19727032,0.45218178,0.4362633098573764
51.0,17.8984319,0.925631096,Micro,179.9306044,0.56136958,0.63314622,0.8866349703548733
56.0,25.32563097,2.071338689,Macro,203.4231182,0.40480982,0.50099366,0.8080138578999183
100.0,39.52324828,9.351920567,Micro,355.9499829,0.20886665,0.75386898,0.2770596158499584
47.0,13.94312816,6.153942854,Nano,169.7149304,0.21376763,0.43560431,0.4907380966914675
55.0,25.73139014,3.820392929,Micro,193.0003865,0.2578641,0.36638336,0.7038095289043694
20.0,12.35406098,4.3558596,Macro,72.20876316,0.1167003,0.15257935,0.7648498961360106
89.0,25.89509413,2.400939144,Nano,315.4790544,0.46983383,0.66530623,0.7061918389070249
30.0,6.334378802,0.795481886,Mega,102.5736407,0.45717302,0.48960907,0.9337511251578734
54.0,23.74559638,3.850858082,Macro,187.4913834,0.25028496,0.37130404,0.674070123233779
66.0,12.05703979,3.722753612,Macro,236.7567928,0.31561786,0.61591621,0.5124363588352383
55.0,10.11533608,2.92221083,Mega,191.2725417,0.31158324,0.57039629,0.5462574800407625
78.0,29.7134494,5.312680855,Nano,271.1260094,0.25909973,0.45647969,0.5676040701832757
53.0,17.04016276,3.156623295,Macro,190.4596035,0.29467788,0.46165148,0.6383124343065033
96.0,22.45101738,1.115810985,Nano,344.9342002,0.67119929,0.96612466,0.6947336278529522
44.0,8.517662372,0.443216978,Mega,153.0552548,0.67781332,0.70634105,0.9596119608226084
65.0,19.80994369,6.390368242,Macro,232.3273365,0.21201292,0.46526907,0.4556780875204105
41.0,10.71151338,1.080983657,Micro,139.6303564,0.45668014,0.52377478,0.8719017360858803
68.0,26.11363167,2.738414665,Mega,239.7887643,0.37347003,0.48942386,0.7630809621745863
67.0,15.84088866,5.144712635,Macro,238.8459113,0.2574363,0.53513863,0.48106469159215814
87.0,28.65521764,4.32703635,Mega,306.9499787,0.32689502,0.56181689,0.5818533152322992
69.0,19.65653268,3.380057305,Mega,245.0944279,0.33240802,0.54395943,0.6110897277762057
64.0,24.59745898,7.320931129,Nano,231.2683509,0.18126032,0.41455926,0.4372362108133829
61.0,27.02285841,2.95767597,Macro,218.3675799,0.33725207,0.44334363,0.7607012871708566
97.0,26.74517188,8.197650451,Micro,344.687169,0.23051124,0.60863693,0.3787335743823498
89.0,37.37620072,2.616112731,Nano,314.5549903,0.44796888,0.58891269,0.7606711276674986
46.0,12.56388433,5.640950375,Macro,169.4035697,0.23230507,0.46232628,0.5024699655836135
25.0,3.894421609,1.756190542,Micro,87.35248595,0.32909603,0.39536722,0.8323806662575617
80.0,24.16999806,3.53517966,Macro,286.0300404,0.3574896,0.579559,0.6168303831016342
31.0,9.246981499,2.709764692,Mega,109.0749985,0.2182626,0.3557969,0.6134471660658088
74.0,29.66161056,6.605580895,Mega,264.2402183,0.21727245,0.42424722,0.5121364142350774
76.0,19.86221522,2.198497564,Nano,269.4416982,0.453186,0.63853299,0.7097299702557264
70.0,14.86819499,5.769506631,Micro,245.7659287,0.26951502,0.54721212,0.49252384980069525
48.0,22.61030252,3.849709776,Nano,169.1387631,0.2327228,0.34753743,0.6696337715336159
30.0,9.820597494,3.39200924,Mega,104.1918592,0.19303753,0.31435803,0.6140690282350987
25.0,12.54018005,1.757871648,Nano,90.33184491,0.26316453,0.2908067,0.9049465847932666
73.0,29.58800787,5.256752406,Macro,262.8823829,0.25773749,0.44847844,0.5746931558181482
50.0,16.07391542,2.133291153,Micro,176.445489,0.36068772,0.47077795,0.7661525353938093
43.0,5.53180147,0.738537115,Macro,150.8313558,0.5707619,0.67960323,0.839845772951962
73.0,21.29185882,4.094001423,Mega,258.1435466,0.30227365,0.53304505,0.5670696125965338
84.0,23.97771882,4.967358267,Micro,299.7485752,0.29407453,0.56826682,0.5174937540784099
28.0,9.969769741,5.801150248,Macro,101.3861216,0.18300086,0.30587862,0.5982793436167588
43.0,16.56616065,3.758375149,Mega,159.5372458,0.22945928,0.395204,0.5806097104280321
74.0,31.10028424,4.276767478,Nano,263.9106303,0.29861373,0.45800667,0.6519855485947399
65.0,23.37873921,0.496559529,Mega,240.2716802,0.77257588,0.8399259,0.9198143312404106
37.0,2.321754718,1.76389766,Nano,129.8158556,0.5348354,0.66210126,0.8077848998505153
43.0,14.50355259,5.540172367,Macro,153.1050313,0.19137512,0.38712994,0.49434337215044644
65.0,19.43854953,1.017771272,Macro,228.8209795,0.5937363,0.68150214,0.8712170735076489
10.0,7.951313088,5.221649163,Mega,39.15997494,0.10015218,0.14164245,0.7070774333541957
58.0,20.06195686,2.818226959,Mega,210.3024538,0.34112057,0.47393493,0.7197624576859106
87.0,36.60536537,9.215618373,Nano,307.9358339,0.1881423,0.42949863,0.43805098982504326
84.0,28.04443897,3.311678578,Micro,301.138568,0.38460331,0.57828101,0.6650803041241143
42.0,6.69975335,2.161864768,Mega,147.9228529,0.3373883,0.55991894,0.6025663286189247
64.0,14.23847068,0.455445095,Mega,227.245536,0.75387071,0.81156577,0.9289089533680063
69.0,19.7854764,2.708754057,Mega,244.2201654,0.38069155,0.56190428,0.6775024920614592
38.0,10.73453527,0.51088457,Nano,136.5902837,0.64036803,0.66844867,0.957991329386593
62.0,19.80149851,7.431546241,Micro,220.3647427,0.19966402,0.44528343,0.44839759700916787
35.0,16.17611461,2.801679964,Mega,127.0595564,0.24010898,0.32398864,0.7411030831204453
38.0,8.937947856,0.801876265,Micro,134.7800375,0.52889772,0.58397072,0.9056921894988159
29.0,8.217607504,1.975593443,Nano,103.8727026,0.26695343,0.37168141,0.7182318588384606
61.0,23.67190912,3.362017203,Mega,217.368027,0.30823556,0.4389992,0.7021323956854592
77.0,29.86234905,0.917605295,Macro,276.1736609,0.66479526,0.75843234,0.8765386507648131
74.0,22.36140177,2.046320049,Nano,271.2348159,0.47968675,0.62448425,0.7681326630735683
74.0,24.71108346,0.793258638,Macro,262.5577619,0.67915247,0.76452727,0.888329947995184
94.0,24.21879807,3.462431445,Micro,336.1558034,0.39949865,0.73883251,0.540716122521463
55.0,22.93162206,2.01995944,Nano,195.8963478,0.39857826,0.49050357,0.8125899267155181
92.0,33.15174003,6.429606019,Macro,329.5311298,0.26204202,0.54675123,0.4792710205699948
47.0,16.5207045,0.595258971,Micro,171.7323311,0.6641087,0.7186213,0.9241427995524207
36.0,16.58347729,0.710402473,Mega,128.7500819,0.54930408,0.58707749,0.9356585618705974
25.0,1.908465673,1.922723544,Nano,90.19350726,0.49556184,0.51831873,0.9560947951851942
80.0,29.71334143,2.22160046,Micro,283.0834947,0.46208325,0.57497002,0.8036649458696995
40.0,8.209850573,5.633470777,Macro,142.8491442,0.27339322,0.4766892,0.5735250976946824
66.0,24.9112458,3.124255381,Nano,236.6491764,0.34310037,0.47993295,0.714892299018019
23.0,6.115897898,2.00102528,Micro,80.9603373,0.23214224,0.29680884,0.7821271091521398
82.0,17.35969287,4.361815987,Nano,295.518075,0.31931366,0.650996,0.49050018740514534
82.0,23.57063476,5.577005503,Mega,286.6589042,0.26085536,0.52700602,0.4949760535942265
18.0,0.767382803,0.514440496,Mega,66.72337848,0.6691437,0.67189588,0.9959038593896423
53.0,20.03308237,4.304445001,Macro,190.4565967,0.23508622,0.41175679,0.5709346529537498
93.0,29.60636034,4.53404604,Micro,331.0361116,0.33414435,0.61795682,0.5407244311989307
14.0,5.24203637,1.379918092,Mega,49.39806523,0.19864815,0.2275759,0.8728874630398035
22.0,16.10246464,4.881430652,Mega,74.81459598,0.096494176,0.13451347,0.7173569754761363
12.0,8.270664197,1.837365198,Micro,43.64177876,0.14235385,0.17749502,0.8020160227593991
60.0,23.6001629,1.991318497,Micro,209.3217765,0.41378458,0.50810318,0.8143711676829104
69.0,23.96530468,4.49419079,Micro,244.6548065,0.27294663,0.46963097,0.5811938467345968
75.0,20.35778359,6.382532621,Mega,269.0378784,0.23382744,0.51317276,0.45565052985275367
17.0,10.62493206,5.604877885,Mega,62.50050231,0.11625001,0.11863919,0.9798617977752545
45.0,25.54478363,4.020040406,Mega,153.9473267,0.20803413,0.29009913,0.7171139396384953
22.0,1.631346708,3.584063728,Micro,79.27951356,0.48532157,0.51639798,0.9398208141712714
42.0,20.92321366,3.35024021,Mega,154.549281,0.24402696,0.3413284,0.7149330673919897
68.0,13.86615704,0.040676461,Micro,239.7627292,0.93286753,0.9570337,0.974748882928574
74.0,30.96750738,13.08395694,Mega,266.757198,0.16176012,0.40547149,0.39894326479033093
65.0,18.5065161,4.245568702,Mega,234.1596648,0.27675682,0.50910467,0.5436147737556601
75.0,19.12302371,1.254935551,Mega,266.5079866,0.58421146,0.69368614,0.8421841324377622
24.0,6.155116452,1.258231325,Micro,86.58322079,0.32277539,0.36035696,0.8957101591710619
48.0,22.65504441,5.973427536,Mega,168.7785465,0.16387963,0.32732871,0.500657672221908
18.0,12.09442343,0.487387374,Macro,64.20709331,0.47190172,0.4739096,0.9957631582057
52.0,31.47852666,8.214623871,Mega,184.0322232,0.13486669,0.2882222,0.4679261000714033
95.0,36.90617957,5.525357936,Macro,335.5569132,0.29445842,0.55536398,0.5302079908027164
80.0,27.53148648,8.330084621,Nano,281.6446174,0.19217851,0.44706962,0.42986260171290547
72.0,25.93209391,0.237228908,Mega,253.9660258,0.84698445,0.88689513,0.9549995499467903
27.0,4.174456912,0.233593939,Mega,90.43207739,0.6795023,0.68301552,0.9948563101465103
67.0,21.66430854,4.774567506,Micro,239.8007363,0.25813465,0.4746638,0.5438262829396301
17.0,16.6928453,2.12301111,Nano,58.79957954,0.16073661,0.1610097,0.9983038910078088
35.0,14.50214433,3.448791566,Mega,125.1620963,0.2013759,0.32727119,0.6153181402860423
15.0,13.49819708,2.084050121,Micro,53.99688051,0.15302467,0.15424219,0.9921064398787388
40.0,15.16117672,1.608331687,Nano,141.6279548,0.37534912,0.44413834,0.8451175820578786
40.0,19.51414899,4.048576792,Micro,140.9935076,0.19430993,0.31062148,0.6255521350294255
28.0,4.51613662,2.92255466,Nano,100.4237046,0.32549381,0.42884918,0.758993662993596
23.0,6.097325008,1.785855988,Micro,80.63484412,0.23858385,0.2997658,0.7959008332504908
66.0,29.203523,7.078862302,Micro,237.9509754,0.18972852,0.38696171,0.4903030845093175
35.0,16.58991748,2.529490549,Mega,118.1016505,0.24086361,0.29969652,0.803691714538427
67.0,17.5538255,3.39216147,Mega,237.7424954,0.32493172,0.55034203,0.5904177807390069
68.0,23.5828261,4.234526407,Mega,241.230924,0.28194642,0.47197131,0.597380421280268
89.0,19.64677846,2.399579787,Micro,314.8906177,0.46909303,0.73925884,0.6345450397319564
85.0,31.6447624,4.33936309,Macro,301.5561908,0.32308766,0.5241591,0.6163923511010302
98.0,17.53880402,2.351623952,Nano,342.5758538,0.4910219,0.93383058,0.5258147575334275
67.0,22.92648803,5.522947611,Nano,237.9890855,0.22976594,0.44960877,0.5110352718431181
75.0,26.07350953,3.421472642,Macro,269.9365727,0.3526707,0.53304389,0.6616166259780223
95.0,30.06499774,4.96087232,Mega,341.4376388,0.32241332,0.66264436,0.4865555937124402
97.0,37.34694168,3.515729693,Micro,348.2155671,0.4048387,0.69706008,0.5807802105092577
34.0,4.444784543,1.415729265,Micro,121.0460117,0.38881018,0.56350719,0.6899826424574991
28.0,10.76096294,0.627232382,Micro,98.36075406,0.50973955,0.5166278,0.986666900232624
51.0,20.12090649,3.424064454,Nano,178.5207935,0.26364955,0.39362467,0.6697993548016186
41.0,11.21191726,5.767485022,Micro,143.1223978,0.21878181,0.41051226,0.5329482973297801
59.0,13.99472911,5.248399204,Micro,212.3489244,0.25532179,0.5167209,0.4941193398602611
12.0,14.33248452,0.653011165,Nano,43.05887154,0.31307904,0.36267491,0.8632497902873952
98.0,34.03836813,3.568004941,Nano,349.2089862,0.40079561,0.73772583,0.5432853150878559
93.0,25.64704705,5.12437604,Micro,334.5425852,0.31121578,0.65296964,0.4766160031575128
43.0,13.84475165,5.092254231,Mega,156.982317,0.20416174,0.41070828,0.4970967227639044
24.0,14.0009677,0.919025298,Nano,87.56752443,0.39833788,0.40891315,0.9741381024307972
38.0,6.353393738,2.851748052,Micro,137.7317373,0.32579385,0.52365231,0.6221568085892717
95.0,37.81759713,4.893097259,Mega,342.1968478,0.32610901,0.60916338,0.5353391564673503
50.0,17.478614,6.264962348,Micro,173.8536921,0.18237945,0.38821935,0.4697845431970354
28.0,7.109081754,0.272962785,Macro,105.1633119,0.73851145,0.74671694,0.9890112443411287
13.0,4.418317603,0.015489152,Nano,44.87053361,0.89318761,0.95085965,0.9393474736255767
80.0,25.7239637,4.586275674,Mega,283.975969,0.29888218,0.5307895,0.5630898501194918
21.0,15.22178197,2.481028664,Macro,69.01476779,0.15987148,0.16435359,0.9727288585542915
30.0,13.94263904,2.597301175,Macro,106.6131284,0.22140367,0.2850941,0.776598568683112
53.0,19.74143007,1.555014748,Micro,192.110626,0.45988174,0.55087706,0.8348173728635568
85.0,29.38321484,5.319155045,Macro,301.0045726,0.28047397,0.5188858,0.5405312112992879
11.0,3.634930909,1.388209091,Macro,41.02131018,0.20376013,0.26353449,0.7731820225883906
38.0,9.479729844,0.386659582,Mega,131.0365629,0.67002578,0.68310786,0.9808491736575832
24.0,5.617401248,3.243773719,Macro,89.24537133,0.26082399,0.34746809,0.7506415625100998
72.0,23.59536842,4.882771183,Mega,257.3921996,0.26731205,0.49119666,0.5442057566108044
63.0,21.11777814,0.500862283,Macro,223.8704545,0.73586817,0.79597632,0.9244850022674043
59.0,18.5906666,1.662433769,Micro,207.7180998,0.45628617,0.55868174,0.8167193185873588
13.0,0.095046942,0.111191033,Nano,44.17945113,0.8889786,1.0,0.8889786
95.0,30.46523325,8.791080421,Mega,339.3760653,0.21135984,0.54761215,0.3859663084538939
90.0,25.69788544,4.923816865,Mega,321.7198206,0.31076661,0.61766908,0.5031280018096421
55.0,21.8064834,2.570983167,Macro,193.559832,0.33949908,0.44334462,0.7657679030818058
91.0,31.17432973,5.100238465,Micro,326.0744717,0.30642637,0.57949307,0.528783493476462
95.0,26.64284202,6.894241261,Macro,339.9021026,0.25461796,0.61879673,0.41147269798920877
36.0,4.215084265,2.654877943,Micro,130.2854424,0.40242338,0.56479726,0.7125094409983505
21.0,3.108359667,1.361972659,Mega,73.42838169,0.34150312,0.34957659,0.9769050038505152
83.0,30.64496663,6.844189108,Micro,286.0981654,0.22290916,0.44652744,0.4992059614522234
55.0,18.58636671,2.324645797,Mega,197.7085755,0.36956623,0.48742272,0.7582047673116263
55.0,15.24125873,3.849375364,Mega,193.101443,0.25658105,0.47565309,0.5394289565111413
99.0,27.61422525,3.848628228,Micro,355.9147304,0.38896247,0.94359537,0.41221320320806576
21.0,16.05653873,3.539863843,Micro,71.91044065,0.12338507,0.13507802,0.9134355833761851
43.0,15.09638769,5.999431004,Mega,155.8180547,0.18831549,0.38823308,0.48505781629942507
54.0,14.96723698,0.840083166,Nano,187.656447,0.58753972,0.65707521,0.8941742300702532
74.0,19.29015403,4.359484985,Nano,266.9377139,0.29805728,0.56915724,0.5236817860737394
53.0,25.04916044,6.471099083,Mega,189.6099951,0.16938602,0.34531997,0.49051903948676934
19.0,8.953284733,3.287141653,Nano,69.34213329,0.14893908,0.17398339,0.8560534428027872
35.0,15.36414061,8.140868283,Mega,128.073436,0.15618741,0.31656601,0.4933802273971232
40.0,13.82530357,4.07349775,Nano,139.680993,0.19197247,0.36482543,0.5262036421090492
11.0,7.374947508,3.609159259,Nano,33.98000011,0.091875009,0.14924417,0.61560199637949
29.0,8.714942563,0.956601942,Macro,100.2865105,0.41157217,0.43550909,0.9450369221914519
63.0,18.07295181,4.072741693,Mega,221.5396409,0.27215204,0.48995007,0.5554689276807329
38.0,12.36743196,2.412970462,Micro,136.7709591,0.28213103,0.40796177,0.6915624226260221
68.0,17.74223933,2.756638743,Mega,241.5453801,0.37468804,0.58032744,0.6456493596098092
87.0,30.99099652,5.461506605,Micro,307.3440522,0.27917384,0.52120897,0.5356274662732685
70.0,19.86645844,1.948666468,Micro,251.2414921,0.46809954,0.60940766,0.7681221794947573
94.0,34.4405617,5.361413902,Micro,329.0149287,0.29574915,0.55228072,0.5355051141383318
58.0,21.59094563,5.880669368,Nano,208.7403273,0.19812158,0.41260814,0.4801688594897812
90.0,29.55800369,3.425633439,Macro,316.8166518,0.38569623,0.60276904,0.6398739888830388
44.0,10.0147525,2.056042436,Nano,154.4962302,0.33880702,0.50412814,0.6720652808629172
58.0,20.50277946,2.798563099,Nano,203.4127627,0.33145407,0.4500671,0.7364547864085155
80.0,36.08842395,6.192077771,Micro,278.3891207,0.23605949,0.41443055,0.5695996349689955
38.0,14.81513871,6.190336545,Mega,135.2165181,0.16941913,0.33870933,0.5001903254333148
68.0,18.96855432,3.658658469,Macro,238.599751,0.30850772,0.52503516,0.5875944003445408
40.0,14.68525338,1.862294023,Micro,140.5312455,0.3398,0.41891536,0.8111423749179308
22.0,5.920985622,4.016223339,Mega,79.15234748,0.22517645,0.27773438,0.8107618869511222
77.0,26.93238832,1.123163783,Mega,269.618393,0.60620371,0.70291059,0.8624193725691343
60.0,26.00435306,2.260037943,Mega,210.2429543,0.38631636,0.4811388,0.8029208203537109
89.0,29.91788025,7.203811959,Mega,322.5219911,0.23767845,0.53904323,0.4409265097346646
56.0,20.89599208,2.781968992,Micro,199.5566597,0.33042399,0.4458829,0.7410555327418925
46.0,10.35752477,6.720744372,Macro,161.8992231,0.25259791,0.47484293,0.5319609791810526
41.0,11.74088996,1.639608836,Mega,144.5657092,0.3750262,0.46952686,0.7987321534704106
69.0,23.74410652,5.035551434,Nano,244.3754776,0.25099849,0.45802033,0.5480073122518383
36.0,19.22949803,3.440342386,Micro,130.5551089,0.20921522,0.29593381,0.7069662638412285
38.0,12.93873682,0.763284304,Macro,134.9158375,0.54112689,0.58565644,0.9239664298748257
22.0,11.58937865,1.27196986,Macro,75.26994095,0.28639532,0.28868802,0.9920582087195722
13.0,4.217292404,0.15064496,Nano,46.75765774,0.67251322,0.7011932,0.9590983198353893
32.0,7.070616403,2.235482268,Nano,109.9416385,0.2616925,0.40743,0.642300517880372
83.0,24.74086407,5.191617123,Macro,289.1890889,0.27604703,0.53042556,0.5204255805470612
15.0,3.49629277,3.055316636,Mega,49.06284815,0.22702038,0.24763156,0.9167667481479339
26.0,6.632048133,1.415371282,Macro,95.14128996,0.31919893,0.38354989,0.8322227129305134
68.0,30.72403855,7.606630452,Micro,237.6481109,0.17776314,0.36863405,0.4822211621525467
99.0,31.83537627,7.836499255,Mega,354.7366744,0.23900675,0.80844639,0.29563710464462584
74.0,17.41828715,0.483527663,Micro,263.548753,0.76973417,0.83725212,0.9193576840390681
40.0,22.15892791,1.900721502,Mega,138.1138112,0.32958389,0.39285149,0.8389528826783881
48.0,13.25588319,0.879221889,Mega,174.4335283,0.57604168,0.64752926,0.8895994599533618
24.0,7.565568515,3.761234624,Nano,84.80007397,0.19843085,0.27230529,0.7287072902623376
21.0,8.648684909,6.921289406,Nano,73.54132977,0.15731284,0.19614611,0.8020186584378349
93.0,21.69683624,2.925124833,Nano,330.5522981,0.43433039,0.74705723,0.5813883763630799
50.0,16.96804126,3.494945946,Mega,178.1287616,0.26059881,0.43002865,0.6060033674500525
30.0,10.30888202,1.221518819,Macro,106.4715349,0.37335915,0.41179698,0.9066583004081282
18.0,11.9832318,1.622753899,Macro,60.98689674,0.20458025,0.20474869,0.9991773329538762
61.0,21.37665498,5.541438341,Micro,214.2909215,0.21086175,0.42395156,0.4973722705490221
57.0,24.12221974,5.012811682,Macro,205.3616835,0.22176417,0.39330326,0.563850322522117
89.0,25.7685786,4.213173006,Nano,320.4051437,0.34447587,0.63371327,0.5435831728756446
97.0,27.51449463,5.63036929,Mega,347.7660195,0.29929525,0.71462371,0.41881516917483746
98.0,31.34901485,7.63837211,Micro,350.5680637,0.24139822,0.70519801,0.34231267895948825
52.0,10.65220223,0.81995501,Macro,184.1597004,0.59573113,0.68635891,0.8679586165786061
50.0,16.66951578,4.302800082,Macro,177.7978825,0.22257043,0.42141504,0.5281501818254991
87.0,30.20364198,9.267802669,Micro,305.6362173,0.18932133,0.45772513,0.4136135807094533
96.0,36.92625445,8.933148973,Micro,336.436557,0.20644709,0.49577745,0.41641081093946486
83.0,32.19193052,4.530124006,Macro,293.065592,0.30745598,0.49584668,0.6200625967688238
29.0,12.05821148,2.638573422,Nano,101.255978,0.2093237,0.28579218,0.7324332667184945
74.0,20.42705084,6.319060522,Macro,261.9314465,0.22858338,0.50012812,0.4570496455988118
75.0,22.3029843,5.177042419,Macro,268.7675389,0.26454186,0.51856267,0.5101444344229407
72.0,25.9071224,4.715780067,Micro,260.1696705,0.2770544,0.48314123,0.5734439182513983
13.0,1.825468861,1.445952711,Macro,49.09088568,0.37141402,0.39366231,0.9434838199267793
42.0,12.97234194,4.980146826,Mega,148.9565486,0.20442686,0.39930989,0.5119504052353925
12.0,7.759455368,3.181063753,Mega,44.33881055,0.11405143,0.14109562,0.8083272180950761
71.0,23.35785141,4.385036868,Macro,250.3608641,0.28188836,0.4886969,0.5768163456735658
89.0,40.0286937,8.219310183,Micro,313.914923,0.20901097,0.43936626,0.4757101057327433
40.0,13.94665782,2.117291138,Macro,138.0239566,0.30674351,0.39207655,0.7823561750887676
88.0,34.49346538,5.891364406,Nano,311.6825535,0.2673202,0.50134966,0.5332011195539655
47.0,8.321261321,2.224663337,Mega,164.7158591,0.33536756,0.56429147,0.5943161962026469
86.0,31.98979236,4.802363644,Mega,303.3188357,0.3023712,0.51597807,0.5860156033375605
10.0,9.848337664,3.852180825,Micro,36.57490709,0.077269154,0.11717903,0.6594111079431192
60.0,27.28676842,4.912130766,Mega,216.626332,0.23476184,0.38737367,0.6060345815449976
69.0,18.07400354,7.33292569,Mega,249.0581027,0.23594933,0.51270861,0.4602016143243625
88.0,25.62127221,4.608967452,Mega,312.5595409,0.31799089,0.59884335,0.5310084682413189
88.0,24.87143894,3.514416989,Mega,313.0012579,0.37861612,0.63696085,0.5944103471979478
70.0,23.98839121,3.972950181,Micro,249.6839655,0.30241043,0.49407765,0.6120706532667487
54.0,19.40177699,3.531377136,Mega,196.8309025,0.27978281,0.44302885,0.6315227778055538
13.0,1.68598522,1.511993819,Nano,49.08014383,0.38773926,0.41164691,0.941921949565952
68.0,29.43517599,3.224934232,Micro,240.1918751,0.3375873,0.44986664,0.750416390066176
100.0,28.18902322,7.08946877,Macro,351.0759614,0.2541662,0.74745525,0.3400420292719865
99.0,29.46090412,3.652058045,Nano,352.6886614,0.39762849,0.84273526,0.4718308451933054
36.0,9.430653096,1.800419039,Mega,126.6813489,0.32485552,0.43607161,0.7449591134813844
91.0,25.72782083,1.843733021,Micro,323.9925226,0.54059139,0.71212911,0.7591199157692066
76.0,26.11945389,2.807858549,Micro,274.1270839,0.40222778,0.55881743,0.7197838836200939
62.0,22.51118185,5.611983098,Macro,217.5702553,0.21122802,0.41802868,0.5052955218287893
10.0,2.60914311,2.819618562,Micro,38.76776157,0.24802862,0.34371881,0.7216032779817899
15.0,3.290238601,2.496801639,Macro,54.25755446,0.26236621,0.26280542,0.9983287635391994
86.0,24.31804069,4.732207886,Mega,301.588153,0.30367717,0.57238603,0.530546089673083
74.0,22.33691421,3.305106634,Nano,260.4652558,0.34956898,0.54937109,0.6363075639819343
56.0,18.73208697,5.045613626,Macro,195.7680131,0.21117906,0.42216104,0.500233418034028
58.0,13.0236864,2.801238068,Mega,202.8761601,0.33037416,0.5461992,0.604860204848341
64.0,17.73913594,7.069535685,Mega,229.3025507,0.22442388,0.48646441,0.4613366885359609
15.0,4.49022906,3.840346443,Macro,56.72556568,0.21835685,0.21969137,0.9939254782743627
15.0,0.987432188,1.921882034,Nano,50.35337311,0.47551166,0.49223454,0.9660266018715388
45.0,19.26995186,2.34568982,Micro,154.8236528,0.30900742,0.38972297,0.7928899340985726
80.0,32.87300062,3.930685527,Macro,286.1047156,0.33401731,0.49338708,0.67698835972762
35.0,16.29976047,0.058387425,Macro,124.0293839,0.90115776,0.91107454,0.9891152923667476
71.0,18.53215998,2.698179495,Nano,246.8109839,0.38123623,0.57973029,0.657609644650446
80.0,21.82701759,1.183157336,Macro,284.2934679,0.61215938,0.71465131,0.8565847028252142
38.0,2.589298485,4.232246203,Macro,138.1027677,0.5117557,0.6576466,0.7781621618662669
32.0,17.63131395,5.079566756,Micro,114.6591031,0.13597978,0.25309507,0.5372675967177077
43.0,14.86636304,1.188064861,Micro,151.7736207,0.46212875,0.52957844,0.8726351284240348
98.0,28.93749129,5.478686281,Mega,341.5305096,0.29854203,0.64846952,0.4603794330996467
40.0,7.646082707,2.037287337,Micro,141.5940632,0.32287112,0.52094323,0.6197817754537285
85.0,19.84397609,1.989410201,Nano,302.8650743,0.50650051,0.72081077,0.7026816622065732
44.0,15.99054487,2.975989378,Mega,157.3036932,0.26784137,0.40233299,0.665720626091338
20.0,7.92425546,1.392122965,Mega,72.9067845,0.26747047,0.27043277,0.9890460760358296
98.0,32.21629028,5.011827563,Mega,346.2070486,0.32134714,0.67155395,0.4785127687805276
77.0,27.14371231,5.714889719,Macro,271.3634202,0.24666547,0.46910736,0.5258188019049627
77.0,24.18854494,5.133802599,Micro,280.5497002,0.27580837,0.52890838,0.5214671962656369
90.0,26.32104188,4.477032317,Mega,325.7829853,0.33534788,0.63803576,0.5255941767276493
38.0,8.781974568,3.023611644,Nano,131.7340053,0.25316693,0.43511262,0.5818423055621784
61.0,19.56867636,4.721144433,Micro,214.0505181,0.23804953,0.45097982,0.5278496275066145
100.0,31.63231852,6.437839912,Mega,351.8656104,0.27312818,0.74318046,0.3675125957967194
66.0,23.34851007,1.951877827,Nano,235.1678552,0.45016141,0.55482394,0.811359023188509
79.0,20.47557359,4.375098213,Nano,276.5465088,0.30181051,0.56919448,0.5302414563120851
85.0,30.20696161,8.387590266,Macro,297.8406918,0.19709573,0.44892178,0.4390424763975586
31.0,0.417441168,1.904980213,Macro,111.3940251,0.79201047,0.84126191,0.9414552835275759
58.0,22.86918182,6.281662732,Nano,208.923077,0.18807842,0.3978188,0.47277408709693963
