text,aspect,sentiment,neu_score,neg_score,pos_score,reviewId
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I don't know. Will visit again next time.",table,negative,0.02953577,0.9638854,0.0065788277,127458149
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I don't know. Will visit again next time.",bit,negative,0.017762553,0.95636374,0.025873667,127458149
"The hotel is clean, beautiful, near the market, the service staff is also very good, the hotel also has motorbike rental but the table is a bit hidden so I don't know. Will visit again next time.",time,neutral,0.5462187,0.008777269,0.44500405,127458149
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",hotel,positive,0.0020976558,0.0011057492,0.99679667,127433145
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",market,positive,0.0011369218,0.00089857663,0.9979645,127433145
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",facility,positive,0.00060281676,0.00093410263,0.99846315,127433145
"The hotel is near Da Lat market, very convenient. Quite complete facilities, friendly staff",staff,positive,0.0006721741,0.0010762829,0.9982515,127433145
"The room is clean and airy, my baby loves it",room,positive,0.001516781,0.00089203654,0.99759126,127343834
"The room is clean and airy, my baby loves it",baby,positive,0.0005513772,0.0010509784,0.99839765,127343834
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",room,positive,0.0141430525,0.002132293,0.9837247,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",water,neutral,0.9490443,0.012142304,0.03881336,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",heater,positive,0.0031643861,0.0019093847,0.9949262,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",dryer,positive,0.0027984234,0.0013517562,0.99584985,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",television,positive,0.0054002274,0.001463817,0.9931359,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",refrigerator,positive,0.023267608,0.002139652,0.97459275,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",kettle,positive,0.011146122,0.0014243121,0.98742956,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",elevator,positive,0.0006949721,0.0010115358,0.99829346,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",support,positive,0.00034158342,0.0010597177,0.99859875,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",staff,positive,0.000447987,0.0009810623,0.9985709,127333451
"Satisfied, clean room, fully equipped (with water heater, dryer, television, refrigerator, kettle, ..), with elevator Enthusiastic and friendly support staff, I asked for it the room before now is free of charge",charge,positive,0.17749451,0.013309095,0.8091964,127333451
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",hotel,positive,0.002154236,0.0012011789,0.9966446,127326759
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",market,positive,0.0024077685,0.0010510926,0.9965411,127326759
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",room,positive,0.2782296,0.018826794,0.7029436,127326759
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",receptionist,positive,0.00035430718,0.0011108408,0.9985348,127326759
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",family,positive,0.008820573,0.0045638736,0.98661554,127326759
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",people,neutral,0.9725911,0.018936073,0.008472789,127326759
"Very satisfied, the hotel is close to the market, the room is clean, tidy and quiet, the receptionist is super enthusiastic to support the room. My family went for 3 people and booked a room with 2 double beds, very satisfied, will come back and support when we return to Da Lat.",bed,neutral,0.6359993,0.027886717,0.33611393,127326759
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",hotel,positive,0.00102432,0.0010983871,0.99787736,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",amenity,positive,0.035161182,0.09103125,0.8738075,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",room,negative,0.3200331,0.66200083,0.017966043,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",window,positive,0.007448418,0.004576192,0.9879754,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",water,positive,0.00046387658,0.0008962418,0.9986399,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",housekeeping,positive,0.00096975017,0.0010721511,0.99795806,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",service,positive,0.0006232987,0.0010052555,0.9983714,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",day,positive,0.027544826,0.0017288215,0.9707263,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",location,positive,0.00057891826,0.0009102631,0.9985108,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",market,positive,0.0028912767,0.0016219149,0.9954868,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",picture,negative,0.0059404867,0.9901902,0.0038692916,127268859
"Nice, clean hotel with all necessary amenities. The room I stayed in had a window so it was quite airy. The hotel has full hot water and free housekeeping service every day along with its convenient location near Dalat market. Unfortunately, there are no pictures of the room for you all. But please feel free to book this hotel with confidence.",confidence,positive,0.000993346,0.0013727287,0.99763393,127268859
"convenient location, clean room. If possible, you should upgrade your TV to a smart TV to be able to watch youtube",location,positive,0.00075764454,0.00080534094,0.998437,127237761
"convenient location, clean room. If possible, you should upgrade your TV to a smart TV to be able to watch youtube",room,positive,0.001161112,0.00081679475,0.9980221,127237761
"convenient location, clean room. If possible, you should upgrade your TV to a smart TV to be able to watch youtube",tv,positive,0.23595095,0.06847792,0.6955712,127237761
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",hotel,positive,0.0014311805,0.0011454894,0.9974233,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",room,positive,0.23988838,0.018230518,0.7418811,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",service,positive,0.00064020645,0.0008941507,0.99846566,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",quality,positive,0.0005995441,0.00090933795,0.99849105,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",am,positive,0.2322236,0.14484936,0.622927,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",charge,positive,0.064156964,0.014350466,0.92149264,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",time,neutral,0.7176564,0.13259093,0.14975265,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",bus,neutral,0.65520674,0.32195666,0.022836614,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",place,neutral,0.5306731,0.12825245,0.34107453,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",mother,neutral,0.8017478,0.021779854,0.17647235,127226994
"The hotel is great. Rooms, service quality is very good. I arrived at 9am, the hotel let me check-in right away and no extra charge. By the time the room was fully checked out, and it was not yet time for the bus to run, the hotel tried to arrange a resting place in the internal room for her mother and still did not charge an additional fee. Thank you hotel, see you next time in Da Lat to",fee,negative,0.21569413,0.4162322,0.3680737,127226994
Clean hotel. Enthusiastic staff!,hotel,positive,0.0010202818,0.00091680244,0.9980629,127069072
Clean hotel. Enthusiastic staff!,staff,positive,0.00045114642,0.0009759458,0.99857295,127069072
"The room is low price but extremely good, fully equipped, spacious, definitely come back",room,positive,0.0016597984,0.001321681,0.9970186,127060022
"The room is low price but extremely good, fully equipped, spacious, definitely come back",price,negative,0.032089192,0.5701604,0.39775038,127060022
"Friendly staff, clean hotel",staff,positive,0.0005708637,0.00094625686,0.9984829,126897680
"Friendly staff, clean hotel",hotel,positive,0.0011418776,0.0009108254,0.9979473,126897680
The hotel is clean and attentive. Very pleased,hotel,positive,0.0011330125,0.0009169977,0.99795,126873849
"The hotel is clean, the staff is enthusiastic and cute, next time I come to Da Lat, I still want to choose this hotel",hotel,positive,0.0019215288,0.0011956918,0.9968828,126834997
"The hotel is clean, the staff is enthusiastic and cute, next time I come to Da Lat, I still want to choose this hotel",staff,positive,0.0005102956,0.001117951,0.9983718,126834997
"The hotel is clean, the staff is enthusiastic and cute, next time I come to Da Lat, I still want to choose this hotel",time,positive,0.09467943,0.022181606,0.8831389,126834997
"Excellent, clean, close to the center through the sky, so I'm very satisfied, in general can't fault anything",center,positive,0.00080167496,0.00089368597,0.9983046,126707026
"Excellent, clean, close to the center through the sky, so I'm very satisfied, in general can't fault anything",sky,positive,0.0014071495,0.0010336678,0.9975592,126707026
"Excellent, clean, close to the center through the sky, so I'm very satisfied, in general can't fault anything",general,positive,0.0016439498,0.000885325,0.99747074,126707026
Room rates are cheap but in the city center.,room,positive,0.0061363555,0.0019095067,0.99195415,126650360
Room rates are cheap but in the city center.,rate,positive,0.00061052,0.0008667299,0.9985228,126650360
Room rates are cheap but in the city center.,city,positive,0.19879402,0.045991328,0.75521463,126650360
Room rates are cheap but in the city center.,center,positive,0.30880553,0.11370727,0.57748723,126650360
"The hotel looks new, clean, beautiful, enthusiastic ❤️ will be back",hotel,positive,0.0009104962,0.0010357841,0.9980538,126621377
"Reasonable price hotel, central location, if I come back, I will still choose this hotel",price,positive,0.00036796258,0.00091578497,0.99871624,126619201
"Reasonable price hotel, central location, if I come back, I will still choose this hotel",hotel,positive,0.0007060083,0.00097143475,0.99832255,126619201
"Reasonable price hotel, central location, if I come back, I will still choose this hotel",location,positive,0.000605723,0.00078292843,0.99861133,126619201
Clean and affordable hotel,hotel,positive,0.0008598869,0.0008996132,0.9982405,126614061
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",hotel,positive,0.001520584,0.0011462022,0.9973333,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",time,neutral,0.579221,0.3777793,0.042999677,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",in,positive,0.37002027,0.16510601,0.46487367,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",charge,positive,0.29253057,0.03696386,0.6705056,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",room,positive,0.011360944,0.0015924647,0.9870466,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",window,positive,0.000754112,0.0008901603,0.9983557,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",view,positive,0.0007555262,0.0009458513,0.9982986,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",car,positive,0.010194637,0.002088876,0.9877165,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",rental,positive,0.0023086031,0.0013325615,0.9963588,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",service,positive,0.0007539744,0.00097156625,0.99827445,126596194
"The hotel is great. I arrived earlier than the check-in time, but the hotel still allowed me to check-in at no extra charge. The room is very clean, spacious, the window has a very nice view. There is also a car rental service at a very reasonable price.",price,positive,0.00040538431,0.0010435882,0.9985511,126596194
"Polite staff, neat and clean rooms. Will come next time",staff,positive,0.00054551655,0.000988487,0.998466,126585669
"Polite staff, neat and clean rooms. Will come next time",room,positive,0.0008357393,0.00082590466,0.99833834,126585669
"Polite staff, neat and clean rooms. Will come next time",time,positive,0.40059224,0.015068205,0.58433956,126585669
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",room,positive,0.05759264,0.0066245086,0.93578285,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",market,positive,0.0013217719,0.00095476466,0.9977234,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",area,positive,0.00048888003,0.0010809655,0.9984301,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",staff,positive,0.0013349259,0.005473136,0.9931919,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",thing,negative,0.0030270102,0.98915684,0.007816141,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",soundproofing,negative,0.003431252,0.98808515,0.008483461,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",sound,negative,0.0062742396,0.98853856,0.00518727,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",hallway,neutral,0.92149574,0.06552603,0.012978218,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",rest,neutral,0.97972965,0.011143052,0.009127282,126553517
"clean room, near DL market, peaceful area, so it's convenient to walk. enthusiastic staff. There is a small thing that the soundproofing is not good. I can hear the sound from the next room or in the hallway talking. the rest is ok. Next time I go to Dalat, I will order again.",time,neutral,0.7277835,0.02549514,0.24672137,126553517
"Super nice hotel, lovely staff, enthusiastic support, and early check-in support Near the market, convenient for travel",hotel,positive,0.0010680394,0.0010243551,0.99790764,126548228
"Super nice hotel, lovely staff, enthusiastic support, and early check-in support Near the market, convenient for travel",staff,positive,0.0006433412,0.0013737289,0.99798286,126548228
"Super nice hotel, lovely staff, enthusiastic support, and early check-in support Near the market, convenient for travel",support,positive,0.0006013642,0.0010847078,0.9983139,126548228
"Super nice hotel, lovely staff, enthusiastic support, and early check-in support Near the market, convenient for travel",market,positive,0.0009832263,0.0008400473,0.9981767,126548228
"Super nice hotel, lovely staff, enthusiastic support, and early check-in support Near the market, convenient for travel",travel,positive,0.0023440553,0.0009957837,0.99666023,126548228
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",mother,neutral,0.8942432,0.011955813,0.093801,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",aunt,neutral,0.92651856,0.011338104,0.0621434,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",total,neutral,0.96311164,0.017808098,0.01908027,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",people,neutral,0.9593385,0.022497842,0.018163694,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",hotel,positive,0.01964688,0.0057848073,0.97456825,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",advance,neutral,0.5156131,0.0065963045,0.47779062,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",time,neutral,0.6154918,0.03857253,0.3459357,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",plane,neutral,0.6815868,0.008172955,0.3102403,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",room,positive,0.0038623551,0.0014877967,0.9946498,126490505
"I booked for my mother and aunts a total of 12 people, the hotel supports very enthusiastically, call in advance to see what time the plane will arrive, the clean room is good, the price is good, very satisfied, if I come back to Da Lat I will definitely book hotel again",price,positive,0.00051636464,0.000870768,0.9986129,126490505
"Friendly staff, great accommodation",staff,positive,0.00046551647,0.0010018214,0.99853265,126479859
"Friendly staff, great accommodation",accommodation,positive,0.0003943293,0.00093382626,0.9986719,126479859
"Very nice and cozy hotel, close to the city center",hotel,positive,0.00062998245,0.0009213126,0.9984487,126447196
"Very nice and cozy hotel, close to the city center",city,positive,0.0026721244,0.001108279,0.9962196,126447196
"Very nice and cozy hotel, close to the city center",center,positive,0.0026130185,0.0012886683,0.9960983,126447196
Room like photo. Near market. Friendly staff,room,positive,0.26676077,0.010018986,0.7232203,126414995
Room like photo. Near market. Friendly staff,photo,positive,0.04837296,0.0041973474,0.9474297,126414995
Room like photo. Near market. Friendly staff,market,positive,0.005865097,0.0010554809,0.99307936,126414995
Room like photo. Near market. Friendly staff,staff,positive,0.0006650381,0.0008996185,0.9984353,126414995
"Friendly, OK location, enthusiastic support, clean",location,positive,0.0022087544,0.0013844348,0.99640673,126405373
"Friendly, OK location, enthusiastic support, clean",support,positive,0.0006280366,0.0010278316,0.9983442,126405373
The hotel has a beautiful view. The staff is ok,hotel,positive,0.006840694,0.0017443013,0.99141496,126388577
The hotel has a beautiful view. The staff is ok,view,positive,0.00044719828,0.0009311661,0.9986216,126388577
The hotel has a beautiful view. The staff is ok,staff,neutral,0.6595066,0.091308914,0.24918449,126388577
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",hotel,positive,0.0010156163,0.0009956146,0.9979888,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",room,neutral,0.91552943,0.03315602,0.051314503,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",staff,positive,0.00088536594,0.004610252,0.9945044,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",facility,positive,0.0005997313,0.0018468568,0.9975534,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",water,positive,0.00076463673,0.001139457,0.9980959,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",system,positive,0.00053693465,0.0010588652,0.9984042,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",location,positive,0.0057894196,0.004929623,0.989281,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",market,positive,0.01158805,0.003531477,0.98488045,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",motorbike,neutral,0.8577528,0.12988149,0.0123657705,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",one,negative,0.07259926,0.8844468,0.042953935,126381115
"Nice hotel, comfortable and clean rooms. Friendly, attentive staff. Facilities are also complete, hot water system is also quite good. The location is also quite close to Da Lat market, very convenient for walking out there. I rented a motorbike and got a new one. Only small problem is about soundproofing, I had a case in the middle of the night there was a group of people coming home late in the",problem,negative,0.0041840496,0.9654628,0.030353151,126381115
